image,value,geometry,id
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",construction--structure--building,GpABeAIKBm1weS1vciiAIBKAARgDCAEiegnYG6whwgMlUQg5AFkHHwsPAykUFwQxFBcSWTgPCAAIGCIIIC8eACAhHAceBw2MAQ4HCIMBCAgECAQAHAgMEgQJLgoAOAMaACgDIAASA0AAGgMwABAHMgMXPQgbBxEhMwdFAAcaABATKAQQAAgLABEiBwALIAsIByIP,979855073830418
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--sky,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJlhqiBkoyGgwYEAgMIAMaFwBNQQcPABcP,979855077163751
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",construction--flat--road,GvcDeAIKBm1weS1vciiAIBLnAxgDCAEi4AMJgAjwMuINWgg6NxAAGBmUAQoECToSXgcsKRoAHBdGGSAAJhdSADQYSgBCF34IDA8yD0oHNDAWIm4HFCEaBxgfHA8EERAHDhcUSQwPABcMIQhhKg8IDzAHFhkgB0I3JDkQBxoxKBcMURQfFgAEGBgIAA8MBxQpCi8tGShRBh8wYQAPFCEADy5RAA8cQQQfCAcADwgJAA8ePxQJICcaACAfDAAQKSIfGDkIACJBCYEBBxkTAAcXCC8QGQQ3DiEYBwAPHA8IIQgACBcOAAgxAAc0DwMfHxcIGUYABBoUEAgYHAgOKiAAECAyEBwiNgkIEgwAA3ItCBNKACAQOggIBjoQMAAqEDgAGiByFioAEBwwEDoqSgAQEBgIKj5yCAAQKgggDBAAED5kNHIaEBQ6HBAEIBIIDBoxDxshJQAPEOsCGrsCB4kBCS0XDyc9ADVSDwAHECMQGSAPAAAaDyAHAA8qBwAAEAcAGTgHAAASDxALWgMIAwgDCAMIISIHGBsQDyodGAcgDwgLIhcIBxgNABsqEwgDEGVCMQgXGCEAExgrCBEaLxBJBxshAA8QDwMPKQefARgvGHMAswU3GzgPCAsaPQAtGRsADwnCD9UHShMgGHwOGCQHEBgQFwQfA3M7Bw8=,979855080497084
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJkgPYJyoMCAAQKQALBwQPDw==,979855083830417
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJyAWeJxIEAAAIDw==,979855087163750
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,Gmx4AgoGbXB5LW9yKIAgEl0YAwgBIlcJtjuqI7ICBycDWyjLASIfABEUHxwPEhdeCAwHIAAUEA4PGAAcSARSBxIDrAELGBMACwgDEAAaEBgZKBOEAQcIBzAbMgAQHQAXFwcfCxEADxcvPUEbQQ8=,979855090497083
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GpYFeAIKBm1weS1vciiAIBKGBRgDCAEi/wQJnCHmKeoNGAAYGCYPNBBKBxoYEAAEDyQfECkOBxUfABESGjQgPggQIggwFCoKAAQQCAAEEAgABBAQCBQiFgcIGRwfNgAYEBQqEDgeGgwYABAQGAwAFBoWABwhGAAuIhAgFAc6WQAXDCkAJxQhOggYByZCIAAkSQoAKFk2DwwIFDIEYhA4BEIEGAQKBAgGIBAQEDIAQhQYRgcEDy4REB8UBxwIIhccABgZNgAkGgQQGhgEIgwYCAAMIBAAEg8sYTIXDCAMCD4HFAg2QRwPUgAkAAQPBwcEORQXBmkkhQIcQQAPEBkWaRwXCBkYDwoXEA9GCDRyABAUMiYYECIMBxSbASoHEDAAagyMAQ8AF0ITEBkyKxgIjAEHAAMQGRATKBcaezAHECMSEygAKhAgFAAMGAwAKioIGCQqGjAIahASJEgIAAZaBUoKKh0wABITCAcQBwgHCAcAAwgNAAcIJwgDCGUSFRA7CG8ovwEaQRjTAhBRD30AbTmjASe7AqMBMTEPAE1JCwBJRwMRXVkDDxMPBxcHAAMPCQAjOQwXC2tFBxMPCx8HAAcZGRc7FwsZEQcDHwwADjEDPxEpGxcfByEpDwATGj1jAA8LDw8J1gjaCCIHAAAYCAoEEQ8JEBIyAzAQCBYPCA8AIR0HDwnfAesB0gMkCDoHDBgcGFYALio0CQ4PCCcAQQsXMQ9JACMZPQAbH00XHSEEF3gpEBcMAAgnDyEnJykXOQk7Jx1JAx8nEBMwERIHIABKCDoOEBAADCAbGBkHFyoPACUPDxlNFwNCCEIiKDAYMjIsAAgQQggUBx4QIAAQEg8JowSzBhIHBwAQDwkYECIHAAQqEAAADw8=,979855093830416
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8JwDm+HyIIBxIIBCIdAA8=,979855097163749
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,Gjl4AgoGbXB5LW9yKIAgEioYAwgBIiQJJJITegQAAAgACAAIAAgACAAIAAgDAAAHAAcABwAHAAcABw8=,979855100497082
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ/B7iGBIGCAUADw==,979855103830415
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",construction--structure--building,Gu4GeAIKBm1weS1vciiAIBLeBhgDCAEi1wYJAMYfqhUkF5QCB5oBKWgKKBE2ABQfEAcEDwgABA8IAAYRZlkEDygnBBE+J0pJBA8gDxIhAA8UEFJZDAA0NxoJNDdCKTo3LBEyHwgPJA8eIQwADBdOMRQXCBgAKggIFmkQEBgfGAkWFxQATjcgAAAQCxAElAEMcgBKDBAKIABCCCIMAAgZHACwAVJaCEIiHAAKGQwHHAAYCAg6DhCGARAYIiIAKBegAQlOF3YiIgkQEgwgCAAqWhQIAAgQB14QFjckKQQPCAAIFxAAHjAIABg6AygPGhcHAxENBxsADyIEOAcPFwgFKgZSHJwBC/gCD/YBEUofSgtKHUAAEAcKABAHCAMgG0IAEC1SABATIgAQL2IFICdSEyoZEA8gE1IHABc6EQgDEB8iCyATAAcQLRo9CDdKIQgbGEEPfVE9YTEpGwATDxkIOwcLICHJAw+TARfRAwcPFQgAggE6lgcHD0UAYTALEn8YBxAESQObAQwHAA8SFwgxCAcQQQA/DFEPISMAGRAfDw8POQAfEAMQHQcLEgd6BxgLCAASBwADIREPOw8ZGQpHBBEEDwRRCx8JAAsXKwcLGAMwCQALKgRSDiAFIhcQNxkhAAsHAD8PGQ8AAw8QFwQhCAAMLwwPBCkIBwxBAy8uBwwPBxGDAQ8XFxcAAxALCAsHCR87GQ8XFQAnIC0KrwEICxgAEAgIBJwBDBgEIi5AEAAIEhoRDBoghgIEUggYAFIHDwMpCxcXDzkHAwADDwAHAxEDDwAHAw8DBwAHAxEABwMHAAcDDwAHBQ8ABwMZAxcDDwAXBAkAJwcXBDkLDwMXExEABwMHBy8ACQMPAAcAJxFBAw8ABw8IAwADCAMIFwgPGBEHEwczByUXKwBjKQsXAx8HABAhAw83AE0YADcDEQAHAychBwMZEwoDCAcQIQgHECcIByIEKAsXEQcnGA8JzBGOAtIBA+YBBCgSKhAAFBggAAo6HDgEKggABCkIBwy+ARYRBHkZiwEHnQILFwdrBwcHPxMYGQgLGBsIDxoPCZEHIBoPEBAIBAcPCUInIgcIAFoIAAhBDwmTCd8CMgMgBAgMCgAhBAADJw8JAEkaAAgEAAAHDwmuC9cKEgM4CCoPCQAwMgM6BGoIKggABnsJUQ8=,979855107163748
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",construction--structure--building,Gih4AgoGbXB5LW9yKIAgEhkYAwgBIhMJrAW0JjIIIQQAAAgECAASAAgP,979855110497081
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,Gih4AgoGbXB5LW9yKIAgEhkYAwgBIhMJ/ALKKDIaABAgAxoHCAsAFSEP,979855113830414
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,Gip4AgoGbXB5LW9yKIAgEhsYAwgBIhUJnAWeJzoDFwgRDAAEIgwIABATAA8=,979855117163747
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GjB4AgoGbXB5LW9yKIAgEiEYAwgBIhsJ8jiGKlIuSRwPEAcWSgQoAEoLKikQEyEXDw8=,979855120497080
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J+iDuJBoKCAASCQkP,979855123830413
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JzDmoMBoEDwoABRAP,979855127163746
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,Gip4AgoGbXB5LW9yKIAgEhsYAwgBIhUJ7jikMTouWTAhFyoHAAcYBwAHGg8=,979855130497079
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,Gip4AgoGbXB5LW9yKIAgEhsYAwgBIhUJzh+yIzoWMgwICwAHECUAAzEEDw8=,979855133830412
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8JijrYHyIDKQQHKgAIKA8=,979855137163745
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJkj/qGBIIAAAIDw==,979855140497078
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--sky,GvAJeAIKBm1weS1vciiAIBLgCRgDCAEi2QkJAADKIYBAAADMERcSA0gLMg0QBwATNwNbAGEHEgRyAFIX0AIE1AEAMgAYABADEgggAFIDCAMABwgICAQICAgMEgAQBBAAQgQIADgEEgA4BBomhgUDEBUSB90BAzELBwyoAgAIAxAnCBEQXQgDURtHFwANEBMPHwADERcXBS8LKAsHaQgAFwQAAwcHIQd5CIMBAzcLEQAvAw8DKRkAABgIEgQYABADEAsiAFoMMAPmAQAIGxBtCAcnKQADCAQqKwgDIREHBwgHFwNhA68CCBcUBwgXBwkDFyMfMVkHAAshBwALHxcXUZMBFQcHEBMACxAPAAcQTRIZIRsPHzk5LwsXCwAVIQsAWVkXBy0xIw8DDyMPERcXCQcPIw8VF9MBaRMZKQcHDx8PGQALD10RLxePAQ8pD7UCAF0YYwgXEJMBIvkBciMgDwBJMjUyDwAHEAsABxAXCBEYMyI9QAsAHyoNAAMQowGcAQMQEwgDEA8KDyAZEBsyJygJGCMiByAMKiYADYYCAwgrDykIAGEIgwEKJwBBBDkALwkJBj8EAAMZAA8FBwAfBg8AGQh5EVkEkwEKDwkxBkkF1wILHwtRFyAPABUfABcOBwgZHAcMLwBhC80BBEkDiQELOQPdAQcfA3kZowEAORNJAB8POQ9pCxcAERUfAA8jSQcAJUE3OQsAGR+ZAWGXASmbAQd1F4MBAI8BH7ECAE0R/QEKkQMJaRKnAgA7ETkKkwEJgQESKRiRARg5Gs0BGC8YAyAICo4CMUoICCBOQiCEARoYBBAkIjYITiiCAQBaH+YBIaICB1IPoAEAtAIYKBKUARCEATBICioYPggkGEYIGBomCBAYJAgQGCYIFBocCBIYGAgQGgwADBgaEAQQGBAIGggAKkoIAAwgCAAyYggARIwBCiAIAAAQIDoQQhAYFloYOhhyCAgAIhIoBDIQMAQyEDgMCgQQHhAEEBgQDCIcGAdKCyAAKhRABDoaSgAyFUgOtgEIABAwFAgHQhcAA1oMIAwKACAUQgAgBxAEIgQYADADQgAiBwcbCAcQHRAXMhsgJRArMjEQGyADCAQiJAAUICoHHAgbCB8iHQAjGSUIACcHAAAgCw8EDwcHACkIAAAXEwADEAcXACcECQAPAw8EHwsAAKQBAwgZABcYFzkHAB0vDwAHGAcAAxAjKg0HAxEXAA8aJQADEA8HACELBwNKEwcpWQcACx8PESEKdSEXLwhJAxkTJw0AExdpETUiAzATMgQyDBAEGAAqJxghABchhQEPDQ8HORcHGwALCAkaGwBBIVkHrwFRGwAHGgsAByEAQQkfCw8ASQtxA5MBDA8ADx8ATTgTABUYFwoXIA8PA2EVmwEDiwEHLwAZECcAMQsXBEkHHw8HGzADMgggBIQBEGIMigEMpAEDQhMYTTILGAsAHSIjEAcQMSArEjk4QSozOBkKMzgLAFFaEw8AEBEiHxADEElKPSgDEicoAxBlWgUSBwADEAcAAxAPCBMgNQAnEmcJmQEqkwIIIxgPCRShCxoACgQAAAkPCQyRAXoACAAIAAgACAAIAAgACAQAAAcABwAHAAcABwAHAAcPCfgbpAkaBwAAGAwADwmQAoEDIg0SBhAYBwARDwmcIABKAzIMAAQfEBEGJwgHABcZCAMwDw==,979855143830411
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GjZ4AgoGbXB5LW9yKIAgEicYAwgBIiEJhgugKGoELwwXLAgMGAoADCADUgMQAxIdAA8hFwALJw8=,979855147163744
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GnN4AgoGbXB5LW9yKIAgEmQYAwgBIl4J5DagMNICABceSQhhFB8DWQwZDEkEkQFiABoZIAcAGg8AABAMCARCCBADYggQyAEyIiAIGgAQCxgXGBkAFxofACkoCxgDIhcwKSITKAAiLUAvCAsSIQgvADlhACEP,979855150497077
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GjR4AgoGbXB5LW9yKIAgEiUYAwgBIh8J9g3qKGIgEBoPJAAQIgtSBwkbEg0oIwcPDwtJGA8P,979855153830410
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",nature--vegetation,GjZ4AgoGbXB5LW9yKIAgEicYAwgBIiEJ1gz+KWoIeQwRHggIEhwAGBgAKA8iCwAHEAcyCxgdBw8=,979855157163743
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJkj/GF0oEAAAaBAgAKAQQAyoDAABRBx8P,979855160497076
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GiF4AgoGbXB5LW9yKIAgEhIYAwgBIgwJFKQUGgQAAAoDAA8=,979855163830409
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JoBy2HBoEGAsAABcP,979855167163742
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8JtB7MGSIQCAASFwgFDw8=,979855170497075
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",construction--flat--road,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ9jWiMxIEAAMIDw==,979855173830408
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJ4D7UGUoMDwQvGgcAGAcIBSgPEgMgCwAP,979855177163741
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GmB4AgoGbXB5LW9yKIAgElEYAwgBIksJkj/sFoICA9MBGM8CAFEEIQRcFDgIAA4PDDEERxgRAJwGBwAAEAsYBwAAEBESAxgPAAMPAxkABwMfACkDJwAHAwcABwMRCwcADw8=,979855183830407
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GqADeAIKBm1weS1vciiAIBKQAxgDCAEiiQMJ5B6MGaoKAyEIDwAfE0EAHwsJCx8EWRgACEETBw8vBwANtQEWRwAxGUkDORM/ACkMHwhJGxcLIRcPAw8dDwMPCwkPNwMxDy8DMREnACEHBxdxFzkVWQ8XD0EfOQAPBwAJH0OLAQcAMWEHAAsfBwApSQcABxkXDwMPGQ8LFwsADxkXBxEXGwcTGSUHDxcjBw8XJQcXGUUHIxc9BykXRwmDAS+TAQ8nEbMCF58BAFEQoQII5QEiWSCBAQBNJzUHIyEDDxkXH4MBTUEHH0kHjQIyBwkEHzAXzgEXOhmSARcqF4IBEZQBCjoJPBKoAgBqEZIDCv4BCU4SsgIAkAEghAEAdhicAQiYASqaAWIaIAwAODomQggAJEoAEBYgABIMGBBqEDoAIBRKADoapAEEegggBN4BDDoEigEDSgzOAQBiCzAbCAcaDQgAGBYgEAAYHwxSDCAG2AIFSgoyCRADlAESWgd6ABcFBwsHBxAEUgAQDwnVBL8SShcKABgIEE5CGAAEGQsfDwcLFw8=,979855187163740
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",object--wire-group,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJkj/SGBIEBwAIDw==,979855190497073
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",void--dynamic,GlR4AgoGbXB5LW9yKIAgEkUYAwgBIj8JzBHkJtIBDi8QGRwHDBcaBxQXCEAICAhsDBgIngIajAEDehUSC70BBwgDKgcAAykbNwk5HwATFw8AESkDJw8=,979855193830406
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",void--dynamic,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JyArUJhoEEAMIDwcP,979855197163739
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",void--dynamic,GkR4AgoGbXB5LW9yKIAgEjUYAwgBIi8JuA3QFZIBC4kBD2EDgwEHHwQxHC8QCAggA0oMGAAyDygAGggwBIwBACgHIgcADw==,979855200497072
"{'geometry': {'type': 'Point', 'coordinates': [39.242881431356, -6.8294964056497]}, 'id': '979793733836552'}",void--dynamic,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8Jjgu8JiIIIAdCBwAAWQ8=,979855203830405
