image,value,geometry,id
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ+hzQIhIECAMADw==,1025869085693779
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJhBDAMkoTGQNHDBEcAAwSAyAHCAQqBwgP,1025869089027112
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,GosJeAIKBm1weS1vciiAIBL7CBgDCAEi9AgJgh60HoIdTgAAigEMBwOBAS4HCCEIAAwXACEQLy4HFBlKChwJOi8EDxgIBGEIIT6BAQAPHEEEIQwPAA8eMQQfDA8IKSY/ABEsaQQAA4IDBAgQBwC5AwQRQgcuEBwaSgioAXswDxYXIAcYGV4nDg84DwwRQh/IATk+AB4yEDoYCEYHLGoIKA4SDDgcMhBiFDIaaggIABhWwAIAGBhiDBoEWgsIAxA6YhAADB8DYSLVARC7AQgPAzEEFyQhGjccIRg3CAAIIQgAEicgIQwfEAcEDwgHBgcIBwQACAkEBwAHBAcEByQfEikMBwQXHAcYKRoPCBc0MQQPSgAMECIIODoaCAwYQioQIAwACBgYCkJABBIaEAgYHBAIGEJCECIcGAQQDgAEEBgQDCIuMAwiGBA2UggADCAIABgyCAAIGDIyECgQCBIqGBgcOhAQDgcIUiwQABgYGgQQEggAEBAHADIQAAQACCAQCBYqCAAQSAcSCxEhBwRCDAAKEEwQCg8DLwwPABAICAAgECIIAAw5AykIAAAqCAgeBzAIPgdWAAD+BBMABxIdCQcXIx8TMQwPAA8PDyEHGwg1AAsRDwALHxUACw8HDxMAGwcDBxUpBwgAGAsiAygAUgc6BDoXMAcAByIRCAMYHxATIgM4CCIDAAQYBBAAIA8iGXIPIgcAG0AHAAOkAQUiBzAPGAsyACATWgMaDxApWiMqHUAPAAQ3DxEHCgAYECgACAcACw8DF1EPPSgbSiUqEygTCCEqLxgPIFUyEQALEAMIBwAHCA8AAxAHCBkKHzhBOkMAJRcXIR0HCxAASgsaABgfUgAoFxpXEIECBxMRKwdBGjEAC1EyEQdHBxEMDwQXKAAeDxxzCAcDJzEhNwcPEhA4CAgAEAwSFxALIAAaHSAHGAMAAA8PHwQpAy8PITkXDxAdSgsfGwAbICkIAxAPCBMXCzENABMnEwcHFwsAISEDDwgPFgcVAAsZUhoeGCAPHEkIWQwxJj8AEQwXAx9FACMZDyclKS8ADRIPAEkhGxc5AAsYAxoEOBNaQTpOUiYQBBAwIiYoEQgHIhMINQcjIS0PBw8PACMpEwcADw0XCwAAFxchMQcXHycAGSEbBzEvEykfH1ExJS8fBwMRGxdBaRdpJUkHAAcZLS8PKQcvEykT0wERIQMfDw8b8QUAqQMDDwcAAxADsAIY6AUHDwMnCxkAUQ1RN1kDDw8APTkhPw8HAxkTJw8ACxcHAAkhSycNDysRBxITCAMQESgPEAOZAQMZADcPCZARqgNiCwgIKAA6BwgkBwxZAMMBEwgLBwMQCIoBBwgPCacB5gbKAgtiDHIUECAAGhokACoRGBcwACoPMCkGHxXbARdRB0EHBwMhDxcDFxUQJw8HIQcAER8ADxoPAxEhAAMSDBADKBcaIwgHGAkAAygTOgAYDzIAIAsiDwmID6UHGgcHACgIBw8JVg8aAAgEAAAHDwnNB8QOeh8oABgsBwwfEgcEDxQHECEMAAQfCwcXEAcYEQgPIg8=,1025869092360445
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,Gk54AgoGbXB5LW9yKIAgEj8YAwgBIjkJ5hyoHcIBHggIDxQwCAAMGgggEAcIEB4IEJgCBxAbCAggAxodEAAHAwgDCAtCFwgHBxEQAygDAA8=,1025869095693778
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--sidewalk,GjR4AgoGbXB5LW9yKIAgEiUYAwgBIh8J7iCwImIuEThaDlIAUhUHBxcbFxMpAA8LBwMfESEP,1025869099027111
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JyjzeHBoEAAMQAw8P,1025869102360444
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J7A/YLxoAGAsHBA8P,1025869105693777
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--structure--building,Gip4AgoGbXB5LW9yKIAgEhsYAwgBIhUJ6B+UHDoEAAAIAAgACgMAAAkABw8=,1025869109027110
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GqQBeAIKBm1weS1vciiAIBKUARgDCAEijQEJoha0FooEJhkEDxAHDB8IAAgZGg8IFywpDB8SAAQXFAcMIRAACBc+MQgXFAcOFxQAICEQAA4XHAcoKSoAECcMBxgIEugCALQBCFoQ2gUjBw0IKw8HGQA3CxkAD00fA0kVJw8JHzcPBx0xBwADDwsAJ0EJAAsfHyELACk/BwADGQcHBCcHDxsRJQgPBw8=,1025869112360443
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,Gv0CeAIKBm1weS1vciiAIBLtAhgDCAEi5gIJwhzOFJoGC0ENDwcxBwcAFw8XCzkAFwgPHAAmICgIGhgUACQiKggoIEIAHCJaIB4YMAgeGiQIGBhSGB4QCBJKGAgQchAEAACUAQMIK2oAEiVAByoLEAMgHTIAEAsQAyIbQgAQPYIBByIDYhcHAxA5MBsKSQkTGi0IDzAAIgsYBwAHIi0IBIUCCwgA/gFNAAMRE98CA4EBBwAJAABKHpADHQcHDwgXACkXJwAZCxcbAAMIAwgDEgQYBxAdBwvVBAMHAMMBAwkALwRhDCkqDykHEykHHwAHDwmiA74HOgAIAAgACgQAAAkABwAHDwmBA/kFugEDIgQoCBAISg4aBEAMIgQ4DBIEQBAqCAAAOQsPAzkLFwNBCw8DSQsXAzkRHwAhDwk+YZIBEwgIEjAIDhgwCBQYNggAEgwIIgADDyUJAA8HBzEHCxcvBxkZDwkulAZSBzgEKhAgBCoYCQoXFR8AFw8pAx8P,1025869115693776
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GlJ4AgoGbXB5LW9yKIAgEkMYAwgBIj0JnhuOEroBGAcMGAw6DggEKhAYABAQGAQiDBAEICZCBJIDBCgApAEEKgiqAxcRaw8PqQMA/QEL9QEAkQEP,1025869119027109
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,Go8CeAIKBm1weS1vciiAIBL/ARgDCAEi+AEJ3jykHMoFBBcqQQgfACcHESUPAEEEBwR5AFEQEBY5BGEghQIEaQwxBIkBDjEEWQwxBE8MKQRBDC8EUQgPGrUBDB8EOQwXBC8MIRBpDBcOQQgHABkMDwQnDA8AESRRAA8SDwQXEAcAEQwAANAXVQADDwwZA0cDGR83HQATIAAQG0oDGAQyHQgHBwApBwAEKgs6BwAPIQAfBwcADwsQBDAJEEsPCQ8LAANBIggMEggRD0cHABUpDwcHHwAHBIcCDwkMhwNCACgWCAwPABcLFwUhBwgAGg8JPkAiFwAAEhAQDAcPCV5SEgcIDAgPCRYIIhEICBASAAAPDw==,1025869122360442
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JyjzeHBoDFwgHACAP,1025869125693775
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,Gix4AgoGbXB5LW9yKIAgEh0YAwgBIhcJjDywHUImBxgfAHoPCAAPEQcDDxcZDw==,1025869129027108
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J6BeEFBoAEAsABA8P,1025869132360441
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JjBzEERoEKgcAByEP,1025869135693774
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,Git4AgoGbXB5LW9yKIAgEhwYAwgBIhYJAOAyQgwIAyIEIBAYABAPGgMYBwAP,1025869139027107
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,Gih4AgoGbXB5LW9yKIAgEhkYAwgBIhMJwhysJjIEMQwXCDkMEAM6EzAP,1025869142360440
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,GoEBeAIKBm1weS1vciiAIBJyGAMIASJsCYI76CrSAgSjAQgAHD8IABAhGnEQIQAfFCcYCBoHDBkADxAXBA8HMQQfBwcAEQcAAA8YLwQYIBgKQgUoIyoXegAiCxAAEBEIGzIHAAAQDxAXYh06ABALCBMyBwAPCeAB7QQiBwgEKAgHBB8P,1025869145693773
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JoDXMMRoEDxAABxAP,1025869149027106
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JyDWsMRoMDxIABxAP,1025869152360439
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J3jSWMhogNxoJHTIP,1025869155693772
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,GrkBeAIKBm1weS1vciiAIBKpARgDCAEiogEJ1iSuLOoEIAgmMFIyICAUKjIwHAgaIigAGCAyCBgiABgMAA4YABAUCCQqEAAIEC4QJCI2CBQHCCESBzQYDBoWABUIBxAEECIiDAAIGBQIFCgOAAwyFBgQBwQPKgccHxwADCAAWhMqC0AXIjUHCwkDD20XZTkpBwcPMRcPGV03TVEbByUpCwAXJ397EycHAA8pEw8pURMPFzEHAClZABcHBw8=,1025869159027105
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,Gix4AgoGbXB5LW9yKIAgEh0YAwgBIhcJhi7oMkIEACoQCBIISDESCwcPKQAvDw==,1025869162360438
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJtiSELCocGAQSDwAHGQcADw==,1025869165693771
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,Gi14AgoGbXB5LW9yKIAgEh4YAwgBIhgJkiLyJUIQEAQgEiIU1AELAAcfBwAVKQ8=,1025869169027104
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,Gkp4AgoGbXB5LW9yKIAgEjsYAwgBIjUJ7iCwIrIBBDASIgQgDAgAEBQqHBgIGBYIDBoEKAgQCOYBMWkjKQtJGy8RQQcHC1EXMQQ/Dw==,1025869172360437
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,GuAIeAIKBm1weS1vciiAIBLQCBgDCAEiyQgJ7gXiMLogUgdiMkpIrAE6IBgiACwqKhDgASpGIIgBCG4gzAEHRgioARc+F2IHXik2N0oZngFpFh8YBxg5GgcgQRQHFB82GQQPPi8cSQBZGAcAIQ4XNCkQkQEAEBYIGDIsCA4ZEAgQBwsvDIMBCBcgBwoXGBEoSQgnAzkESRIXDAAIIhMwACoYGQxRIFESRwAhEDcMCRQvBDkLDwAfCyElBwZBBB8UDxQpAB8YEAQPHg8EBwMpFQcDBwAPACkEJxIPCAgYBwxBBAcEAB4PBBkHHxwHCAgEFwQJEA8SJwwACBAcAAwQGhcED0woCiIIAAwYEAAUKAQaEAgiQD46EAAEEC0SIwgDQBgyDFIICBJCHDAMSiQqMmoEhAEIGAgABCEWKggACCAMABQqCDAQKjcICxADGCEiHkoYEAcwFBIHKAQqHCguGBw3ABEYNwgHIghCagAQCAAIGhAAACgICAAYKloIABgyFBAqUhQQECoIABQogAF8GCgMACYqHAhOUl44EBoyGAgQKghmOm4YBBAMCjYIGCEMOhQoHgAsIi4AKA8yAEIZLAgUEoICCFgPGBkwBwQPGg8AISEXCxcAFwwZAEkMDx4IGCImGEQAQjkcDx4xCAcMAAgPCAcIAAQHFgAID1YxEB8wFyIpFAcUJyYpJAgHIgQwKgAUFyQPGikQBxA5CAAEBxAAHj8kKSpZEA8EGSAKECgaEBQyICAWKiAPEDEAKQgXAx8MIQAfCBcHKQSJAR8hEwAHDz0IJSoGIRAfCAAUMQwHAA8eORhhEA8ADwgAHDESBwAPDA8AIRh5JCkGJwlBHxcDFwM5CDkAUQQnDCEeCgQIHAgEEBgADBAWAAwgEAAMEjYAEBgyGBQyJCAIGB4KHAgAuAVtBykgDyoIGDIobgcA7AMHAAsfGQgLDxcYFwALFxkJDxcPAAAQCwgPKgcAJVILAAcQABgHAAsiHCA2CDwAGg8QECgIIgcAEO0BElkYbwhHB0kxEycFKQcAByITAA8hFwgVDwsIFwcLEAASCxAJIA8ADyofEAMYBCo8MSIIBBAPEgAoERAHGhMIGyA1GCcAABcIBwAPBwADGBkABxg3OkEYFxoRABcYFwAXGFcAFxAfAAsSCwAJERcABxKTAQkfEoMBCIUBKPUBGJ8BFwsAAwezATlBL2kxxQEACwcDAGk3AwADCU1hCwA1LysRNS8bOQAPNWFBSQsAKycpQQMHAwcDGQMPAycLIQcABxcHAAUPGyE5F7cBH30HuwIIsQMYHycxABswABBhIjEoFwAZIgtSBDAHCAAQBwALMgsYBwAAIh04BzJJKB8iEzAHAA8qCQALGK8BShMXGwgdMB8iBxgbEAkQQxoZGD8gKQgHEv0BOPkBEBcPqwEnswIpzwFpGQBZJ3FZMREDBwMAAw8XDwcXDwkHFxEHAw8bDw8JxDF7Og8AABAmBwgPAxcLAAUYDw==,1025869175693770
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--barrier--curb,Gq0BeAIKBm1weS1vciiAIBKdARgDCAEilgEJvAX0LpoEIgggHxwYJggMGj4oQAcDEBMSABAQGAggDggIIhgIBBBCKhggFAgMGEYICBIqEAQQZipmALQBIFIAKhBGBxgPaghODwwHQgDEASlKABgiMggQEIABDzU4XSphCD0YpwEYRQfLAQhtH4cBB0Uf3wEpKQ8rKSEAHxerATlJR2ExBCcPIQMXDQAfHxMJGScHAA8=,1025869179027103
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,GjN4AgoGbXB5LW9yKIAgEiQYAwgBIh4JAII+WggAFCoAQAAyDDo6EUoi8AIAJggAEMEEAA8=,1025869182360436
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,Gh94AgoGbXB5LW9yKIAgEhAYAwgBIgoJAOQ7EggIBwAP,1025869185693769
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,Gjh4AgoGbXB5LW9yKIAgEikYAwgBIiMJ8gjwP2LuARciEXIIWho+ABwP/AIJDgCSARoQCAAQ4QgADw==,1025869189027102
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8J6A6ePyI6ABQYJwgdDw8=,1025869192360435
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JmhOAQBoADxQAABAP,1025869195693768
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,Gix4AgoGbXB5LW9yKIAgEh0YAwgBIhcJyBnSK0IAJwgfKlkICQwaACAfOgcgDw==,1025869199027101
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--road,Gjh4AgoGbXB5LW9yKIAgEikYAwgBIiMJki/mIWoICAgPBxEHiQEEDwwIFAcAxAELWiMICAcAOQcnDw==,1025869202360434
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--sidewalk,GoEBeAIKBm1weS1vciiAIBJyGAMIASJsCZQZhieSAxgpEAcIFwgABBkOBwQXKEk6HzQAYBkIGhQAFBkMAAQKCAAAEQgXJggMIgAgBzoLGAMyDzgAIhFIH1ILUhcaACkULwchCwARGAMHQwgpKhMoCFELBwcXIRcnABkPNwgLBwcRABcP,1025869205693767
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--sidewalk,GjJ4AgoGbXB5LW9yKIAgEiMYAwgBIh0J1AXWLFoKDxgAICAQAAYYGBIAEBcAERcjCQMPDw==,1025869209027100
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--sidewalk,Gid4AgoGbXB5LW9yKIAgEhgYAwgBIhIJALYnMhAIBAgAIgcIAxgHAA8=,1025869212360433
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",construction--flat--sidewalk,Gjh4AgoGbXB5LW9yKIAgEikYAwgBIiMJvAacLHIMAAgPJAAuKhAgMhgxOg8pHwAJBwMXDw8rBwMXDw==,1025869215693766
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJ2B/ADSoUAAQaBwgVAAMRDw==,1025869219027099
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J9jzCIBoAGAcIACcP,1025869222360432
"{'geometry': {'type': 'Point', 'coordinates': [39.242713261384, -6.8303463287202]}, 'id': '1025800309033990'}",nature--sky,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JzD3KIBoEAAAIAwAP,1025869225693765
