image,value,geometry,id
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",nature--sky,GjB4AgoGbXB5LW9yKIAgEiEYAwgBIhsJwAKiHlITAAUPFwcDHwgABBAuAAQYAAgDAA8=,325528387215882
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",nature--sky,GjZ4AgoGbXB5LW9yKIAgEicYAwgBIiEJlAGgHWooGCJKGBgEGgwAGCAaAAgYCAAAImkQNToPCQ8=,325528390549215
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",nature--sky,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J2AL0HhoUBwQiFwAP,325528393882548
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",nature--sky,Git4AgoGbXB5LW9yKIAgEhwYAwgBIhYJAMYcQkoYABgHGgsABxgVCA8gBwAP,325528397215881
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ3B/cIxIEAAAIDw==,325528400549214
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Gip4AgoGbXB5LW9yKIAgEhsYAwgBIhUJxhCWFzoICAAgCxADGgcAADkMBw8=,325528403882547
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GnF4AgoGbXB5LW9yKIAgEmIYAwgBIlwJ1hCsFsoCDBEUeQAXBxEENwgHCjEIBxiDARwvMqsBHDkQBwAYC0IHCA9CB1IQAAAPEA8mSQAREA8IHxQHAyAPGAs6IUobcitaBSIfSg9KGzAJKgsIByATEAMPDw==,325528407215880
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J2izeGRoEAAAIAwAP,325528410549213
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GsMCeAIKBm1weS1vciiAIBKzAhgDCAEirAIJuj/kE+oIADAQMhoQHAAAOhsACxAAWggYADIDEAkHAykLDwNJCxcAFxNBAB8PMQAXCxkFWQcHAxcAORMXE1EhQQ9JDx8PSQcHC0EZNwMhDxcAD2nlAQsHAA8HABEpBwAfPwcACyEHAC1ZEw8XMRkPAw8XDwsXEwkVHwsACxcXBw8ZGQcPF0UnBxErDwcPMQ8bGSkHMx8ZACMX1QExEw+ZAimHBA8YFxQpAB8UH0Ih5gEv1AIQ1AI6ViAgABAQNggYEDoKhAE4ICIcCBAYQiAQGhoIHCAQAGpqJkIIAAwiCAAQKAoAVrQBCCoIAAAQJFIAEAwQGmIMEggwCAgEIggICDAICBZSFIQBEDAAGggICEIMGAAgDDIHQhMAJ0ANAAAyDhgISgwYBCoICA8=,325528413882546
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J4hnECRoVECsACA8P,325528417215879
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Go0BeAIKBm1weS1vciiAIBJ+GAMIASJ4CfocghbCAwoHCDksaRRpDg8AERAfBB8MERRRHjcIKQgABB8QDwAZEAcAFxQACA8AIRIPFC8MAAQQFAAMGCYABBgfSgASDQgDGDt6AyIRGAAQCxADIg8YDzotUhN6FzIAEAcIEUILEAs6DxgLMgsIHQcDSQsZAB8P,325528420549212
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Gih4AgoGbXB5LW9yKIAgEhkYAwgBIhMJlCjaBTIICAQQAxgfAAsPABcP,325528423882545
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JsC66GxoJEB8ABw8P,325528427215878
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8J7iz2GSIIIAcQAx8HBw8=,325528430549211
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJwC34GkoACgMAAwADAAMAAAkEAAQABAAP,325528433882544
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8J0C6SGyIEDwQgBwgXBw8=,325528437215877
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,Gp4CeAIKBm1weS1vciiAIBKOAhgDCAEihwIJxiOoLeIGKgcYCBwPCikUJwRZFCkMURQnCgAYOQRpGBcEERAHEh84ID4IGBIHhgIPGAAyDBgEKAgIBAoSGAwADBAsACIQCCIcMAg6DBAAEA4IBCosCF4HVhjWARAIEABCCxodGAMQBwAHGAcAAyogKC4AKBATEisIHRgTAAcQBCoICAQoDCIEMAwaABgHBwcpFxcHEANKCxgZCAgqOhgYGBsAEw9/Jz8hDQ8PAAsPYRcXGU0fBw9ZKQMPIR8LABMhFw8FDwsACxc5MQcXLyEDHzVZBEEHFwAfCyEfADEXFzEPCYICqAJ6DxAEIBQSEDgIAAgaLhgUGCgICh8NIQAXH0knHx0HDw==,325528440549210
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,Gkl4AgoGbXB5LW9yKIAgEjoYAwgBIjQJnCWoMLIBMCIIGDoyDBgMAAYQGBAUIgwAIiAEEBUaFxEDDwcAAw8bH1UxBQ8PBwshDw8P,325528443882543
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,GrUCeAIKBm1weS1vciiAIBKlAhgDCAEingIJ5hnEJsoIKHsMWRIPCBcYAAQQEAAyMQQPGA8AJwwZIhc0ABAHBAcDDwgHABEHDwMnLyEANwchAC8EBxAJBAAEAAQ6DAgIIgwAABEEPwYHCAgMCAQPCBEEAAQIDAoAGSYIBCocAAwIBAgEEB4IFBAQKj4oFCIYECpCRjgECgQICBAAIBgADBAiCgQIAAgECAQIDCAsAAwXQiAiACASFBgIUhpCRCgWMggAFDAIAAgiIgcIEAAQCxAEWgcYBCoDMA0iGwgLEAs6BJwBC1olKAcYAwADAA8XEwcdELEDL60CAHcoDwcHFw8PIQcnEAMYEyAVCAsHKiccQRgXCEELJxbNAQA3DTEAHwRZDwkLGgsAFyERAAMPCwcHURMPAw8P,325528447215876
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0Jyj+iIxoEDwoHBBgP,325528450549209
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,GowBeAIKBm1weS1vciiAIBJ9GAMIASJ3CQDQIvoCOgcQIBwHCBAISgMQDBoSQCAqFEoIEBYILFp4BwimAhRCSiIYICAINjogCBogEAAcGicgA1IEOg8wNRAbIhUADyATEA86IUIfIA9CBCAbMiUYABgMCicoRQgpGLMBGhsHDwlu1woqAwADAAAIBAAEAA8=,325528453882542
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,Gll4AgoGbXB5LW9yKIAgEkoYAwgBIkQJ9A/eLPIBHAcmEGIIBBADIhwACBAyGBAqICkeEiwAE0gbGhUAGzkLAAMYCxIVAAsRSQAfNwcAABkLFyUAAw8TBwcpDw==,325528457215875
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ0giULBIQAA8IDw==,325528460549208
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,Gjd4AgoGbXB5LW9yKIAgEigYAwgBIiIJxieOKmoEQTIPEBgQAEoyIiAEEhEwLzIbCClCOSEDkQEP,325528463882541
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,Gmx4AgoGbXB5LW9yKIAgEl0YAwgBIlcJ8C66MLICFhAAEAgAECoYGFasASIQFBggCCoHKB8gBxYXEAA6ORwxKB8KMAgKBEgMMiBCBDgHGjYQowEyywIgDDEEYR83CzkdBwcQCwATFwARFy8Aew8=,325528467215874
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ+AucMRIHEA8PDw==,325528470549207
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,Gkl4AgoGbXB5LW9yKIAgEjoYAwgBIjQJkivMKbIBGAcYHxAQCiAoHwwYDAAEIhIYABgMGgQoCBAHEi0JAxIXAAsZLRcHFw8PB0kP,325528473882540
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJuBrGJ0oYIgwADBkQCgNaDwgLSR8IAykP,325528477215873
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--road,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJ+jnOLCoECAAIBxgHFwQPDw==,325528480549206
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8JvBGKMyIMIRIHMBA6Bw8=,325528483882539
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJwAroMhIcBxQQDw==,325528487215872
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--flat--sidewalk,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J2AuCMxoMAAQAAAgP,325528490549205
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GrQBeAIKBm1weS1vciiAIBKkARgDCAEinQEJgjukJMoEBJUFBAA0EQQSCAAAGRIIEA9GCDwHMioYCBggFggIEhAAEBgUCAQABgAICAQAFBAEECgIMgcIEhQIOgAAxAEDAABBDwgAWggqABAhEAMqAxAHCAAXA0kTCABCBwAAEAcICwAEcQchDQAbBwMQBwAHIgRSBBAQALcBCFkYExAVBwcSDxAABwcICwcHECkIMwADEAcAAxgP,325528493882538
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GoUFeAIKBm1weS1vciiAIBL1BBgDCAEi7gQJzie8IcoNDrkGWhgMECwIQioUAAwQKggIDwNhDBkQCAQSAHoIECoIDAgEEhQALmMMBwAPNmkIABxBCAAYMSIHAy9CmwEIAAgXEAcEESgnQg8IDxYJugIPHg8cQQwAFBoEIB4QQgcQEDwINiIqADAYFAAeFwQPEAAIEAMgCBBmKiIoKAgiIhQAMCgSAAQQCAAEEhwgOiAECAQABAoEYgggBFIIGAyUAQAYBFoSOiwQHBoyCAwQuAFCB8AFBwgTBwdSCxgAvAEAOgMYNRoLGAAYBwgDIgcIDUIAOBI6EHoAjAEMUgcAAxAIGAgXCDIDCC0AExkLABsvAA8LGQQ3EVETIRNZGzcHAAApBBcMDwAZEx8RABsYZQcTGgAwESAjGi1aAxgvMiE4FwgHEgsAAxApGA8ACzoDCBMwA2QRQBtCABAPGgAQDxgHIgcAFTATECNKABARGgMYJyAbMjk6DwAVGB8IJyApCB8HExchD1WrARcXDykHAAAPFQ83ewAPFR8LMUGBAQMhK2kAFw8ZDz85awcPAycLGQAXERcDIQsACxcnIAkfDw8XIBcIUQc1HyMICx8JABtABw9NBwsIgwEnA0kE8wMPCYwF9woaAAgEAAAHDwkQGCILCAgIBCAIDw8JSmJKAwADAAMAAwAACgQABAAEAAQADwlwOBoxAAgQIAAPCSo3IhcQGAgIBwMfDwnIARDaAgAPCwgTCAcIAwADCBkQAwgDAAcIExADChsIAxApIAMIEwATIg0AFzADKgsYABgLEhNaFSgTagMIE0oAUhwiOggQGCQAKiA+ACgaTgAM4wMEDwhpAL0BBAAP,325528497215871
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,Git4AgoGbXB5LW9yKIAgEhwYAwgBIhYJQpAgQhwAIBgAGg8YCwALFxMHAwcP,325528500549204
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJqB2cIRIIBwQQDw==,325528503882537
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J6D6iIxoEDwwAABAP,325528507215870
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJzhzyIBIEBwAIDw==,325528510549203
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJgEDgLxIACAcHDw==,325528513882536
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",construction--structure--building,GrgCeAIKBm1weS1vciiAIBKoAhgDCAEioQIJ4BuaHtIIHAA2JyQHMlogCBQXABEeLwQXCAAQOTZpCAAEERwXCBcYDw4ZHAgkQpwBCBQfIhcIGSAfCBcQBwoZEAcYLxgRBA+gAXEiADRKKgAQGSQPMioEECgoIgBaKjYIDZgNAwgAUgdCFxE9BzcfSTGrATcHDwerAQkpHwAHDykHIylBHxMXHxEhAEEfCjEDRwkZCwcIUQM3CwkHBwMHAwcDBwAHAwcAIQcPBxcZAA9CCwgDECcAAzoFEANyChBFNylBFw8TIT0nDykTDwgHAEkdLxcIAxcPAA8gACAlBwAHBBcABwQHAzkTAAMYAwAABwMPAxcLCAMIAAgDCA0HDwADCAcIACoAEAMwAwAABwMIDwoDIQAXAA8UAAAxFwcP,325528517215869
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ1ji+HBIDEAMPDw==,325528523882535
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J7jicHBoEAAAIAwAP,325528530549201
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Gl94AgoGbXB5LW9yKIAgElAYAwgBIkoJiDn0G4oCBBcQCQgXEAcuURAHDB8QBwAREA8EFxIHAA8MCAcgCwgFGAcACyIPCAMYDwgDGgsACRgXEAMYCwALIhMIAxgRAAgXDw==,325528533882534
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JljvMHhoMAAMgCwAP,325528537215867
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJxDnyGBIPEgMRDw==,325528540549200
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8JgjrSGCIAEBcIDwcIDw8=,325528543882533
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Gk14AgoGbXB5LW9yKIAgEj4YAwgBIjgJ8jzuGcIBHiAYCBQiEAAOGBwIEBgcCAoaFAgAEBkADxcfBwcZHQcPHxMABxcfCQkHAA8XBwMXDw==,325528547215866
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JmDjeHBoeBwQYIQgP,325528550549199
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJ9DfUGUoAFxAPHAAaFzAAAxAnCAsYIRAP,325528553882532
"{'geometry': {'type': 'Point', 'coordinates': [39.242142611172, -6.8304130370574]}, 'id': '325473053888082'}",object--wire-group,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ8DfUGRIEAAAKDw==,325528557215865
