image,value,geometry,id
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--sidewalk,Gkp4AgoGbXB5LW9yKIAgEjsYAwgBIjUJ9hicObIBGg8wAJgBKCQYHgA0MgQgBwgAGh8PMQALED8Qa2oLBxMvBwALMQcHBVEHBwMZDw==,984123396845693
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--concrete-block,GlV4AgoGbXB5LW9yKIAgEkYYAwgBIkAJtAriLeIBESEADw4PBCkYHwhJEBcMAAwQBhgAOgkIAxgSCBwyCAAUKgAoGggQQg8AIR9JEQMAAwcDAAMHIx8P,984123400179026
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--wall,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0J2gHYHxoIAANiCSEP,984123403512359
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--fence,GskBeAIKBm1weS1vciiAIBK5ARgDCAEisgEJ8BOaI5IFBxcPCQUXDxAPPwwRAA8IAAgiCgAIERQHBB8oB0oIFAdoGIoBB5gBCDYqEBFuEk4JCBoMAAgQJhcIGBgAGg8EDxwIECEEEBQAFiIQACwHBA86CAwRJgAMDygQEA8KFxAADAAgIAgACh8EBwgABAAEEBgACBgMAAAaCwiPASAjCE0HHxhRCkEABxEPAAMSEQgHGBcYBwiHARo3CR0SUQAbEOEBGJkBDyEpMxIP,984123406845692
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--wall,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJpCTYIkoODzQIBBAPEAAaFCgTDwMPDwAP,984123410179025
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--wall,Gq4FeAIKBm1weS1vciiAIBKeBRgDCAEilwUJqAXmIcIOABEQBwQXBIEBKglKEhgYEAAQGEYQIBqQASAMEDoQJCIaABwYShAUEkYIEBAAEAwIEAcWACAqNgg0CBIAhgEQLhhOCFoilgEIXhiMAQg6BywIxgEPmgEQ4gEXHA9SAB4ROAqIARkIBz4HOBdKCDofUgkoF5ABHwwHABkWACAHAA8IB0YAOB8qACQZFgADFxkPBA8qBwQABAAQGBAAIgcAIAQQCAAELxgHCBEQAAYSACAICCAQCBAbAAciIRgTBw8IE1IDCCUiAxAXAAcoAM4BCyAlGA8SBxgHAA8oGRovagcACRgfIitqISALIhsgGToHABMwBwADGBcyDQgAEBMSDygHAAcYBwA5Yg8KRYoBFxADEg8IAxAhIAMaBwAXQDEyGzoDCDkHORE7GkEADxBJEGE6SRAhGEsQKRp1IC0AQSB5GqcBKY8BN3kJGxc5Bw8XMRlRCi8pJUETDyU5Ew8AFxsAAwAHBw9BGQcAJxMpBwAbMREHBBcKBwA5BRcLDwsADxgHShcgAyoNEAAQEiJJKRkXBxcrIQ8fBwAZOQcACxcADwQxA90BLRcPJwMxBwAbMg8AFTkfDwshDw8DJwcPIQcHIRMnBwALYR0ACxEDDwQ5CwcHEh0IK3MEqwEQwwEHFw8JiATcCSoHEAwaCAAEMQ8HDwniCakDigIDSggIBCAEWi4qWhAMGAgAIEoeIhQIHDBCCBgXLg8gJxAACBkSDxRxEBkAHwcfHxkxcQcABxcPD18pSwdVKF8HHyIPCZYOmwYiCwAAEggICAcPCecatAQSBxAICg8JNhCKAQOKAQQIEAAUHwwABA8WBwQZMQ8EmwEHRw8pFwcJCAcqBEgaKg8JrAFhIgcYAFoMKgSbAQ8=,984123413512358
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--wall,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8J0B7uISI6AAcQEQgDDw8=,984123416845691
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--wall,Gjp4AgoGbXB5LW9yKIAgEisYAwgBIiUJkgPyIHoEFwgHDHEcEQQKBCAHIB4yAzAQIiQYJw85AA8ACxcP,984123420179024
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--road,GocBeAIKBm1weS1vciiAIBJ4GAMIASJyCZg15jmKAxQAOijMAQccD3AIajGYAQ8UFxgHGiFAHwwPEgAMDxAAHCGYAR8YKRIHBA8cDxgfFmtAaS67ARQpDAcADx5BFAcIJwwHAOoIHwANGAsAEyo1BysQVQBlD385XQA5D5UCCL8BIb8BADkXDzkP,984123423512357
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--road,Gix4AgoGbXB5LW9yKIAgEh0YAwgBIhcJyCXWPEIIDx4AABAdAAAQCwgLAAMPDw==,984123426845690
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--road,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8J8AKUOSIWBxAID0AdDw8=,984123430179023
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--sidewalk,Gk94AgoGbXB5LW9yKIAgEkAYAwgBIjoJiBXYOsoBIBcEDzoRABc0AAgHAA8aCDgPIggkGQNSE0IHWgsiADgpUk1JEx8HHzkZAw8ULwMZDw8P,984123433512356
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--barrier--concrete-block,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ9AvULhIcAAAYDw==,984123436845689
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--structure--building,GiJ4AgoGbXB5LW9yKIAgEhMYAwgBIg0JrCKMIRoICAAgBwcP,984123440179022
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--road,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJ4iSKOxIEBwAIDw==,984123443512355
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--flat--sidewalk,GogCeAIKBm1weS1vciiAIBL4ARgDCAEi8QEJmB3oOpoHAGELJwQpWi8UGXIPOjEgByofFAAgORoPGEkQBxAfJgcEDxgRDCcbMVUvQjkUJwAZEC8AYQs5ACkLHwNpBzEEiQEYOQQhKk8IACBJCAAMMTJROh9ICBIICBgYEAgaEBAMMBIaEFogShR6ChAEYgeMASVKFxALGBUADyoAOgwgACAHIiMQBAgDQhcwABIUIAAQFCoDICMYABAIAAwaBCAPIhkAIxgLMCBCGBAAGgcQHggEEAgADEIIABQoDDIKAAwgCAAMGgcgDxhJADkQDxJ1BykQiwEPDxE3DykneQglMB8SVRkpFwcXIxkP,984123446845688
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--structure--building,Gmx4AgoGbXB5LW9yKIAgEl0YAwgBIlcJygPYH7oCLgAEESAfGgAcIBQACB8mKRA/HA8QGS4HGBgQKhIICBgUEAhSCBoDKCsIERA3BwAIKQoDggEDGA8IABIjAFshAwcDAAsHIxcPIQQvHTEIHw8=,984123450179021
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--structure--building,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJnCGEIRIECQAKDw==,984123453512354
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--structure--building,GooBeAIKBm1weS1vciiAIBJ7GAMIASJ1CeIItCGqAwwPBFEIFwOrATMhWRcVHwAxKidOKRwfpAFRJiE4DxQXVikKBwAPGBAEGgM4AxAAGgMYACADGgAoAxAAIgMQABgDIgAIAzAACAUyABADIgAQAygAGAMiC+YBAwgAEA8PRQcTEUkPGxcZACMhOQ8P,984123456845687
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--structure--building,GsIDeAIKBm1weS1vciiAIBKyAxgDCAEiqwMJzgv2IaIMBBcGawQHAB8EIQAXBB8AIQQPAC8EBwAhBAcALwQJAB8EDwAXBBkAFwQXACkEBwiBAQgJHgAUIgAQDAgMMggIBDAMEgQgCgAAOQ0XAycLEQc3RgcwKSZBEDcEMRgQSi+MATEgJ0YH5gEINBCYAQguEI4BCFwYKBJSYhAAbkoWGBwILio4GDo6SiA8QoABUk5KOiBESi4YHDIQCCYABA8gEA+kAQQYGwgEIBgSHBEGDwUPHhcDGQQPQgcMFyQXDCEqFwgAGDAAIgsIAyggEgMQGhAEGBUAIxopADcgRQAHAAMPEwA5ABMIAwAABwcIDQAnCAsACx8HAA0ZUQenARgbGgAoDyIbBwMQGRAXAAcXJRgHDwsABxlNCm0RDxI1KZcBB4kBCGcXEwhJBycIAyATCAcSCQAHIQcAABALEhBAEA8GGBAKCBghGB8ADychBxcYFzAPCHMANx8DDx0IRQ8TDw8hIwcRFxMADw8XABkZFwgLGh8ADSEPBxcIBxobAB0HKyARBw8xLwADEB0aMxgVAANBDwm+AdUEKgAIAAgEAAAHAAcP,984123460179020
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--sky,Gp8GeAIKBm1weS1vciiAIBKPBhgDCAEiiAYJAADiF4BAAADiFQ8HFwgRKANKDwATFy0AGxAHGAQ6JDAEMgsQE1IDWgMfDwADEAcAABgMCAASDAAsOAAqByAHEDMIHRovABEQABALCAMQDxITAAMQHRALIAMyD0InByEhXRADFxcPEyAhABMQKQcTCAcSIwcVCAcQDwAPDw8xWRgLBxEvFxgHOhMABxkLB0UAIS8rEA86BwgxAAMhFx8xCBMgDwAZIkkPAxEbFycAERAnCCUAGw8LECMHJSIvBxUYJwATDxkIJwchGB8HJxDNAQcXGA9CMTErACVKCwALHw8HGRAPMg8ACxATAAcQGRALBwcHaQgAaQcABGoDCB0IMy8ZQRMACxgLOgcIBzJFGDVBCwAHEAAiCxAbBw0xGi8EQQgHAEkHIAsICTIHAAMPBFEIGRIHCD8QIRgPDBcAIRMnAzEMJwxhKkEAkwElNxcJDxoDOBcyEQgHFwsHABEPFwcnLVkXEQcfDxctBwAPFyEXAAMQBwANGgdACxoTCA8ZDz8IMQBBBxcAHwwZAA8dDxcYEwAhH1UHMyAHEA8ADRcXAAcQGxAxBxcaCxgAEAcACRcjCAcYCwgLQg0ICw8DHxMpMQ8PIAAqECAGIhkwBzoHABMwEwcNCBMyHxAXMgBCHEAEUhA6ADIHECcHERAAEAcIBzoXUgAwGDIAIAsyDwAPKREPFwATIgMQBCAYOgAoCxALMi0XQ0k5H01Jf1E7QUkfOTk3Fy0pGwcVF21JDwBRYScRWxeNAQctD5cBBzMP5QEHRQgfKIsBMkkwFw8EUQc5E0cpSQ8HEyEXByEnCxBxCCkgAxIPCAsgBwAbcgCEAQwwJFIMCgQYGhgAEAkIVSoHWR85BydNEBMgByINBwdrEzcXCQ8SByAVCAc5JwcDFw8XRQcHIBEQAyceSQQpCx8NBzcHCEEPQSUHFyobAAsgNQADUQsXAA8LGR0HDBcIMRofAx8VKTsHWYEBNQgrKSkABy8LESkACxInBwcYQQgdKAs6FyoLABshFQAfMgM4FzIDSjEgDw==,984123463512353
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--sky,GkF4AgoGbXB5LW9yKIAgEjIYAwgBIiwJ/gWKHpIBABcYIQgfCHESISAaCBgEagwQDEoDGhcwABALEBMPBxcRBw8pDw==,984123466845686
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",construction--structure--building,GiR4AgoGbXB5LW9yKIAgEhUYAwgBIg8J2CvUHiIIDxQACAADEA8=,984123470179019
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJwj+CIyoaEQwfGAcAOhcJDw==,984123473512352
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,Gl94AgoGbXB5LW9yKIAgElAYAwgBIkoJrjS0MYoCCA8DKQgfQDkEDxoXJAcMFxoACBAIKAwIBDo6EAwYDAAEEhwHACAjGBMqNRELIhsHKQgLEAMYFxJJCQsXAA8ZKQAPDw==,984123476845685
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,GjR4AgoGbXB5LW9yKIAgEiUYAwgBIh8J7jmUJGIELwwRHAoIMRoACHILIhEPD0AHEA8AGzcP,984123480179018
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJ+jm0JioMCAQIAyATCAcvDw==,984123483512351
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,GiZ4AgoGbXB5LW9yKIAgEhcYAwgBIhEJojq0JioKAAgQAxgRAAMXDw==,984123486845684
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,Gkd4AgoGbXB5LW9yKIAgEjgYAwgBIjIJ+DqaI6oBFgAUGBQAAEkQHwwAEhAEShAQCxgAEgsIKSkHag8SABAHAAshFQcPNwQpDw==,984123490179017
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJljvmJEoUEAQaA0oXCQMSBwAEIQcHDTkP,984123493512350
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,GjR4AgoGbXB5LW9yKIAgEiUYAwgBIh8J+DvIImIYBwQQJggUIAQiDzgPHwkIKwcADwsXADEP,984123496845683
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--water,Gix4AgoGbXB5LW9yKIAgEh0YAwgBIhcJgEDgHzoAigEbCAdKCQcD5QEWBwwaDw==,984123500179016
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,Gih4AgoGbXB5LW9yKIAgEhkYAwgBIhMJnAzAIjIeGQQPMAAQMk8QDQcP,984123503512349
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,Gjd4AgoGbXB5LW9yKIAgEigYAwgBIiIJvBLSI2oQBxgvGBciCBAoIAAiF0ZKNBEiKsUBECsHPQ8P,984123506845682
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,GiB4AgoGbXB5LW9yKIAgEhEYAwgBIgsJoh72IRIOAAMIDw==,984123510179015
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--vegetation,Gk54AgoGbXB5LW9yKIAgEj8YAwgBIjkJ2g24IsIBHAAIGRgHEAgOIiAADBkYBxoaGAAQEBQAEhgkCBAinwEQHwcxCA8PCwgfKQAHBA8LBw8=,984123513512348
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--water,Gi54AgoGbXB5LW9yKIAgEh8YAwgBIhkJ2CeQIEpmDxwADBBBGAcSHwgXGAsACRcP,984123516845681
"{'geometry': {'type': 'Point', 'coordinates': [39.24592100798, -6.8267061920201]}, 'id': '984075966850436'}",nature--water,GkV4AgoGbXB5LW9yKIAgEjYYAwgBIjAJ0CmQIKIBHwc5CAQfEgc4ACIHDBEoABYPOAcyABQQBBcmD0QABBhtGBsKYRg5IA8=,984123520179014
