<<<<<<< HEAD
osm_id,mapillary_id,line_x_pixel,image_width,image_height,half_cropped_image,full_image_filename,cropped_image_filename,,,,,,,
360542162,6.72169E+14,1170,4096,2048,left,672169318798592.jpg,360542162_672169318798592_left.jpg,,,,,,,
360542172,8.45481E+14,3013,4096,2048,right,845481317703464.jpg,360542172_845481317703464_right.jpg,,,,,,,
360542174,23893611373570303,979,4096,2048,left,23893611373570303.jpg,360542174_23893611373570303_left.jpg,,,,,,,
360542175,1162835851876934,2947,4096,2048,right,1162835851876934.jpg,360542175_1162835851876934_right.jpg,,,,,,,
360675010,9128416407270532,982,4096,2048,left,9128416407270532.jpg,360675010_9128416407270532_left.jpg,,,,,,,
360675013,9.878E+14,1055,4096,2048,left,987799870064345.jpg,360675013_987799870064345_left.jpg,,,,,,,
360675014,1512994772729309,1003,4096,2048,left,1512994772729309.jpg,360675014_1512994772729309_left.jpg,,,,,,,
360687876,9.70917E+14,3024,4096,2048,right,970916831133865.jpg,360687876_970916831133865_right.jpg,,,,,,,
360690905,1736219847276440,2986,4096,2048,right,1736219847276440.jpg,360690905_1736219847276440_right.jpg,,,,,,,
360693457,6.35639E+14,2966,4096,2048,right,635638939151180.jpg,360693457_635638939151180_right.jpg,,,,,,,
360695542,6.3985E+14,2979,4096,2048,right,639849991836713.jpg,360695542_639849991836713_right.jpg,,,,,,,
360695544,2146470272476582,2863,4096,2048,right,2146470272476582.jpg,360695544_2146470272476582_right.jpg,,,,,,,
360695545,1140335197637526,965,4096,2048,left,1140335197637526.jpg,360695545_1140335197637526_left.jpg,,,,,,,
360695548,5.54132E+14,2831,4096,2048,right,554131967674129.jpg,360695548_554131967674129_right.jpg,,,,,,,
360695550,6.55847E+14,890,4096,2048,left,655847486872854.jpg,360695550_655847486872854_left.jpg,,,,,,,
360696046,9.79822E+14,2945,4096,2048,right,979822213593624.jpg,360696046_979822213593624_right.jpg,,,,,,,
360697556,1148335949995508,2990,4096,2048,right,1148335949995508.jpg,360697556_1148335949995508_right.jpg,,,,,,,
360697839,6.41764E+14,951,4096,2048,left,641764488246437.jpg,360697839_641764488246437_left.jpg,,,,,,,
360697864,6.51809E+14,2970,4096,2048,right,651808830612262.jpg,360697864_651808830612262_right.jpg,,,,,,,
360697867,5.91375E+14,832,4096,2048,left,591374697213005.jpg,360697867_591374697213005_left.jpg,,,,,,,
360697868,1356841908807695,961,4096,2048,left,1356841908807695.jpg,360697868_1356841908807695_left.jpg,,,,,,,
360697877,2167597130321223,954,4096,2048,left,2167597130321223.jpg,360697877_2167597130321223_left.jpg,,,,,,,
360697880,1404611133834715,3051,4096,2048,right,1404611133834715.jpg,360697880_1404611133834715_right.jpg,,,,,,,
360697882,3183707361769410,997,4096,2048,left,3183707361769410.jpg,360697882_3183707361769410_left.jpg,,,,,,,
360698490,2346444175722353,2996,4096,2048,right,2346444175722353.jpg,360698490_2346444175722353_right.jpg,,,,,,,
360700179,9401483899884231,3067,4096,2048,right,9401483899884231.jpg,360700179_9401483899884231_right.jpg,,,,,,,
360700184,2020451465107076,3034,4096,2048,right,2020451465107076.jpg,360700184_2020451465107076_right.jpg,,,,,,,
360700190,1852289961973450,2896,4096,2048,right,1852289961973450.jpg,360700190_1852289961973450_right.jpg,,,,,,,
360700191,1885040491902290,3016,4096,2048,right,1885040491902290.jpg,360700191_1885040491902290_right.jpg,,,,,,,
360700779,1134705727918602,3078,4096,2048,right,1134705727918602.jpg,360700779_1134705727918602_right.jpg,,,,,,,
360702283,1907919983371476,2958,4096,2048,right,1907919983371476.jpg,360702283_1907919983371476_right.jpg,,,,,,,
360703886,6.12762E+14,1099,4096,2048,left,612762488147187.jpg,360703886_612762488147187_left.jpg,,,,,,,
360703887,1158872372513570,2937,4096,2048,right,1158872372513570.jpg,360703887_1158872372513570_right.jpg,,,,,,,
360703888,4.92541E+14,2926,4096,2048,right,492540676950003.jpg,360703888_492540676950003_right.jpg,,,,,,,
360703889,1779203519535304,2988,4096,2048,right,1779203519535304.jpg,360703889_1779203519535304_right.jpg,,,,,,,
360703890,6.29106E+14,3107,4096,2048,right,629105722999807.jpg,360703890_629105722999807_right.jpg,,,,,,,
360703893,4.88404E+14,2998,4096,2048,right,488403810973278.jpg,360703893_488403810973278_right.jpg,,,,,,,
360703894,1673694006893198,3153,4096,2048,right,1673694006893198.jpg,360703894_1673694006893198_right.jpg,,,,,,,
360703898,5.01298E+14,2924,4096,2048,right,501298346000576.jpg,360703898_501298346000576_right.jpg,,,,,,,
360703899,4066794466910501,2829,4096,2048,right,4066794466910501.jpg,360703899_4066794466910501_right.jpg,,,,,,,
360703903,1014871827150923,954,4096,2048,left,1014871827150923.jpg,360703903_1014871827150923_left.jpg,,,,,,,
360704477,9.44524E+14,3052,4096,2048,right,944523950736362.jpg,360704477_944523950736362_right.jpg,,,,,,,
360704680,6.31039E+14,934,4096,2048,left,631039266094450.jpg,360704680_631039266094450_left.jpg,,,,,,,
360705385,6.57112E+14,934,4096,2048,left,657111993413235.jpg,360705385_657111993413235_left.jpg,,,,,,,
360705386,4.82846E+14,2954,4096,2048,right,482846118007628.jpg,360705386_482846118007628_right.jpg,,,,,,,
360705387,9.42441E+14,2919,4096,2048,right,942441041207960.jpg,360705387_942441041207960_right.jpg,,,,,,,
360705388,1150228273493950,851,4096,2048,left,1150228273493950.jpg,360705388_1150228273493950_left.jpg,,,,,,,
360705389,2256322251403991,2970,4096,2048,right,2256322251403991.jpg,360705389_2256322251403991_right.jpg,,,,,,,
360705390,6.07294E+14,1038,4096,2048,left,607294365525276.jpg,360705390_607294365525276_left.jpg,,,,,,,
360705391,1170731491348362,882,4096,2048,left,1170731491348362.jpg,360705391_1170731491348362_left.jpg,,,,,,,
360705392,1304135970917931,923,4096,2048,left,1304135970917931.jpg,360705392_1304135970917931_left.jpg,,,,,,,
360705394,2424620657870791,877,4096,2048,left,2424620657870791.jpg,360705394_2424620657870791_left.jpg,,,,,,,
360706380,1331936644489444,1224,4096,2048,left,1331936644489444.jpg,360706380_1331936644489444_left.jpg,,,,,,,
360706745,1364692491650961,861,4096,2048,left,1364692491650961.jpg,360706745_1364692491650961_left.jpg,,,,,,,
360707362,6.52936E+14,2979,4096,2048,right,652936137175358.jpg,360707362_652936137175358_right.jpg,,,,,,,
360707569,1331936644489444,1032,4096,2048,left,1331936644489444.jpg,360707569_1331936644489444_left.jpg,,,,,,,
360708618,1671667160053391,2986,4096,2048,right,1671667160053391.jpg,360708618_1671667160053391_right.jpg,,,,,,,
360710680,1356222308993538,3050,4096,2048,right,1356222308993538.jpg,360710680_1356222308993538_right.jpg,,,,,,,
360711497,5.31206E+14,1025,4096,2048,left,531206053313087.jpg,360711497_531206053313087_left.jpg,,,,,,,
360711498,9.60484E+14,982,4096,2048,left,960483962379389.jpg,360711498_960483962379389_left.jpg,,,,,,,
360711503,1380320566679384,3053,4096,2048,right,1380320566679384.jpg,360711503_1380320566679384_right.jpg,,,,,,,
360711506,1620830181859633,923,4096,2048,left,1620830181859633.jpg,360711506_1620830181859633_left.jpg,,,,,,,
360711509,9.70012E+14,935,4096,2048,left,970012485089003.jpg,360711509_970012485089003_left.jpg,,,,,,,
360711513,1584332995529821,1368,4096,2048,left,1584332995529821.jpg,360711513_1584332995529821_left.jpg,,,,,,,
360711514,1163644921785725,899,4096,2048,left,1163644921785725.jpg,360711514_1163644921785725_left.jpg,,,,,,,
360711520,1799781780874786,3032,4096,2048,right,1799781780874786.jpg,360711520_1799781780874786_right.jpg,,,,,,,
360711526,1443241166642403,3001,4096,2048,right,1443241166642403.jpg,360711526_1443241166642403_right.jpg,,,,,,,
360711527,9360567897336992,3038,4096,2048,right,9360567897336992.jpg,360711527_9360567897336992_right.jpg,,,,,,,
360711529,6.11021E+14,1095,4096,2048,left,611021114902491.jpg,360711529_611021114902491_left.jpg,,,,,,,
360711737,9.03197E+14,1098,4096,2048,left,903196695223424.jpg,360711737_903196695223424_left.jpg,,,,,,,
360713247,1856132945192416,3154,4096,2048,right,1856132945192416.jpg,360713247_1856132945192416_right.jpg,,,,,,,
360713248,2478198709021756,997,4096,2048,left,2478198709021756.jpg,360713248_2478198709021756_left.jpg,,,,,,,
360713249,1137656101136670,1043,4096,2048,left,1137656101136670.jpg,360713249_1137656101136670_left.jpg,,,,,,,
360713259,9.99115E+14,850,4096,2048,left,999115018749127.jpg,360713259_999115018749127_left.jpg,,,,,,,
360713261,2126928774421852,988,4096,2048,left,2126928774421852.jpg,360713261_2126928774421852_left.jpg,,,,,,,
360713262,6.40452E+14,3055,4096,2048,right,640451575149207.jpg,360713262_640451575149207_right.jpg,,,,,,,
360713263,1061575956008608,1060,4096,2048,left,1061575956008608.jpg,360713263_1061575956008608_left.jpg,,,,,,,
360713593,1300965707840985,947,4096,2048,left,1300965707840985.jpg,360713593_1300965707840985_left.jpg,,,,,,,
360713598,9.61499E+14,938,4096,2048,left,961499258888080.jpg,360713598_961499258888080_left.jpg,,,,,,,
360714049,1160640479001923,956,4096,2048,left,1160640479001923.jpg,360714049_1160640479001923_left.jpg,,,,,,,
360714686,7.94762E+14,960,4096,2048,left,794761736190828.jpg,360714686_794761736190828_left.jpg,,,,,,,
360715854,2675333249522584,2951,4096,2048,right,2675333249522584.jpg,360715854_2675333249522584_right.jpg,,,,,,,
360769681,6.00264E+14,947,4096,2048,left,600264155969958.jpg,360769681_600264155969958_left.jpg,,,,,,,
360816777,1333661860965505,3033,4096,2048,right,1333661860965505.jpg,360816777_1333661860965505_right.jpg,,,,,,,
360816778,1158273859046568,3020,4096,2048,right,1158273859046568.jpg,360816778_1158273859046568_right.jpg,,,,,,,
360816949,1366745960985700,3034,4096,2048,right,1366745960985700.jpg,360816949_1366745960985700_right.jpg,,,,,,,
360817221,9914133638603553,3028,4096,2048,right,9914133638603553.jpg,360817221_9914133638603553_right.jpg,,,,,,,
360817312,9.64321E+14,2867,4096,2048,right,964320565636159.jpg,360817312_964320565636159_right.jpg,,,,,,,
360821284,1134014421178765,944,4096,2048,left,1134014421178765.jpg,360821284_1134014421178765_left.jpg,,,,,,,
360823072,4.51636E+14,865,4096,2048,left,451635954576420.jpg,360823072_451635954576420_left.jpg,,,,,,,
360826929,4.63778E+14,2939,4096,2048,right,463777613332651.jpg,360826929_463777613332651_right.jpg,,,,,,,
360826930,9.92914E+14,3011,4096,2048,right,992914012744901.jpg,360826930_992914012744901_right.jpg,,,,,,,
360830809,3906392563012281,1191,4096,2048,left,3906392563012281.jpg,360830809_3906392563012281_left.jpg,,,,,,,
360833319,1414933666005432,3012,4096,2048,right,1414933666005432.jpg,360833319_1414933666005432_right.jpg,,,,,,,
360835799,9.76175E+14,3105,4096,2048,right,976175490519792.jpg,360835799_976175490519792_right.jpg,,,,,,,
360836708,2779036805600644,973,4096,2048,left,2779036805600644.jpg,360836708_2779036805600644_left.jpg,,,,,,,
360836710,1658374108409083,936,4096,2048,left,1658374108409083.jpg,360836710_1658374108409083_left.jpg,,,,,,,
360836712,5.97809E+14,945,4096,2048,left,597808799837596.jpg,360836712_597808799837596_left.jpg,,,,,,,
360837783,9.54617E+14,2986,4096,2048,right,954616563433453.jpg,360837783_954616563433453_right.jpg,,,,,,,
360838592,1155249436123876,3033,4096,2048,right,1155249436123876.jpg,360838592_1155249436123876_right.jpg,,,,,,,
360838616,1275165453679967,3002,4096,2048,right,1275165453679967.jpg,360838616_1275165453679967_right.jpg,,,,,,,
360838645,9.62061E+14,2995,4096,2048,right,962061242435454.jpg,360838645_962061242435454_right.jpg,,,,,,,
360839971,1337419160953945,898,4096,2048,left,1337419160953945.jpg,360839971_1337419160953945_left.jpg,,,,,,,
360840370,1032770108688974,1235,4096,2048,left,1032770108688974.jpg,360840370_1032770108688974_left.jpg,,,,,,,
360840373,9.40872E+14,1168,4096,2048,left,940872001345488.jpg,360840373_940872001345488_left.jpg,,,,,,,
360840878,5.82302E+14,987,4096,2048,left,582302354658369.jpg,360840878_582302354658369_left.jpg,,,,,,,
