<<<<<<< HEAD
svi_path,sat_path
dataset/labels_data/svi/green_in_sight/yes/1003997753.png,dataset/labels_data/sat/green_in_sight/yes/1003997753.png
dataset/labels_data/svi/floors/one/1003997753.png,dataset/labels_data/sat/floors/one/1003997753.png
dataset/labels_data/svi/material_rooftop/metal/1003997753.png,dataset/labels_data/sat/material_rooftop/metal/1003997753.png
dataset/labels_data/svi/material_wall/concrete/1003997753.png,dataset/labels_data/sat/material_wall/concrete/1003997753.png
dataset/labels_data/svi/air_flow/closed_structure/372591926.png,dataset/labels_data/sat/air_flow/closed_structure/372591926.png
dataset/labels_data/svi/green_in_sight/yes/372591926.png,dataset/labels_data/sat/green_in_sight/yes/372591926.png
dataset/labels_data/svi/floors/one/372591926.png,dataset/labels_data/sat/floors/one/372591926.png
dataset/labels_data/svi/material_rooftop/metal/372591926.png,dataset/labels_data/sat/material_rooftop/metal/372591926.png
dataset/labels_data/svi/material_wall/concrete/372591926.png,dataset/labels_data/sat/material_wall/concrete/372591926.png
dataset/labels_data/svi/air_flow/closed_structure/363102635.png,dataset/labels_data/sat/air_flow/closed_structure/363102635.png
dataset/labels_data/svi/green_in_sight/yes/363102635.png,dataset/labels_data/sat/green_in_sight/yes/363102635.png
dataset/labels_data/svi/floors/one/363102635.png,dataset/labels_data/sat/floors/one/363102635.png
dataset/labels_data/svi/material_rooftop/metal/363102635.png,dataset/labels_data/sat/material_rooftop/metal/363102635.png
dataset/labels_data/svi/material_wall/concrete/363102635.png,dataset/labels_data/sat/material_wall/concrete/363102635.png
dataset/labels_data/svi/air_flow/closed_structure/361881366.png,dataset/labels_data/sat/air_flow/closed_structure/361881366.png
dataset/labels_data/svi/green_in_sight/yes/361881366.png,dataset/labels_data/sat/green_in_sight/yes/361881366.png
dataset/labels_data/svi/floors/one/361881366.png,dataset/labels_data/sat/floors/one/361881366.png
dataset/labels_data/svi/material_rooftop/metal/361881366.png,dataset/labels_data/sat/material_rooftop/metal/361881366.png
dataset/labels_data/svi/material_wall/concrete/361881366.png,dataset/labels_data/sat/material_wall/concrete/361881366.png
dataset/labels_data/svi/air_flow/closed_structure/1003975420.png,dataset/labels_data/sat/air_flow/closed_structure/1003975420.png
dataset/labels_data/svi/green_in_sight/yes/1003975420.png,dataset/labels_data/sat/green_in_sight/yes/1003975420.png
dataset/labels_data/svi/floors/one/1003975420.png,dataset/labels_data/sat/floors/one/1003975420.png
dataset/labels_data/svi/material_rooftop/metal/1003975420.png,dataset/labels_data/sat/material_rooftop/metal/1003975420.png
dataset/labels_data/svi/material_wall/concrete/1003975420.png,dataset/labels_data/sat/material_wall/concrete/1003975420.png
dataset/labels_data/svi/air_flow/closed_structure/1003943834.png,dataset/labels_data/sat/air_flow/closed_structure/1003943834.png
dataset/labels_data/svi/green_in_sight/yes/1003943834.png,dataset/labels_data/sat/green_in_sight/yes/1003943834.png
dataset/labels_data/svi/floors/one/1003943834.png,dataset/labels_data/sat/floors/one/1003943834.png
dataset/labels_data/svi/material_rooftop/metal/1003943834.png,dataset/labels_data/sat/material_rooftop/metal/1003943834.png
dataset/labels_data/svi/material_wall/concrete/1003943834.png,dataset/labels_data/sat/material_wall/concrete/1003943834.png
dataset/labels_data/svi/air_flow/closed_structure/1002700299.png,dataset/labels_data/sat/air_flow/closed_structure/1002700299.png
dataset/labels_data/svi/green_in_sight/yes/1002700299.png,dataset/labels_data/sat/green_in_sight/yes/1002700299.png
dataset/labels_data/svi/floors/one/1002700299.png,dataset/labels_data/sat/floors/one/1002700299.png
dataset/labels_data/svi/material_rooftop/unclear/1002700299.png,dataset/labels_data/sat/material_rooftop/unclear/1002700299.png
dataset/labels_data/svi/material_wall/concrete/1002700299.png,dataset/labels_data/sat/material_wall/concrete/1002700299.png
dataset/labels_data/svi/air_flow/closed_structure/1002698971.png,dataset/labels_data/sat/air_flow/closed_structure/1002698971.png
dataset/labels_data/svi/green_in_sight/yes/1002698971.png,dataset/labels_data/sat/green_in_sight/yes/1002698971.png
dataset/labels_data/svi/floors/one/1002698971.png,dataset/labels_data/sat/floors/one/1002698971.png
dataset/labels_data/svi/material_rooftop/metal/1002698971.png,dataset/labels_data/sat/material_rooftop/metal/1002698971.png
dataset/labels_data/svi/material_wall/concrete/1002698971.png,dataset/labels_data/sat/material_wall/concrete/1002698971.png
dataset/labels_data/svi/air_flow/closed_structure/1007321099.png,dataset/labels_data/sat/air_flow/closed_structure/1007321099.png
dataset/labels_data/svi/green_in_sight/yes/1007321099.png,dataset/labels_data/sat/green_in_sight/yes/1007321099.png
dataset/labels_data/svi/floors/one/1007321099.png,dataset/labels_data/sat/floors/one/1007321099.png
dataset/labels_data/svi/material_rooftop/metal/1007321099.png,dataset/labels_data/sat/material_rooftop/metal/1007321099.png
dataset/labels_data/svi/material_wall/concrete/1007321099.png,dataset/labels_data/sat/material_wall/concrete/1007321099.png
dataset/labels_data/svi/air_flow/closed_structure/1003948716.png,dataset/labels_data/sat/air_flow/closed_structure/1003948716.png
dataset/labels_data/svi/green_in_sight/yes/1003948716.png,dataset/labels_data/sat/green_in_sight/yes/1003948716.png
dataset/labels_data/svi/floors/one/1003948716.png,dataset/labels_data/sat/floors/one/1003948716.png
dataset/labels_data/svi/material_rooftop/metal/1003948716.png,dataset/labels_data/sat/material_rooftop/metal/1003948716.png
dataset/labels_data/svi/material_wall/concrete/1003948716.png,dataset/labels_data/sat/material_wall/concrete/1003948716.png
dataset/labels_data/svi/air_flow/closed_structure/1003949015.png,dataset/labels_data/sat/air_flow/closed_structure/1003949015.png
dataset/labels_data/svi/green_in_sight/yes/1003949015.png,dataset/labels_data/sat/green_in_sight/yes/1003949015.png
dataset/labels_data/svi/floors/one/1003949015.png,dataset/labels_data/sat/floors/one/1003949015.png
dataset/labels_data/svi/material_rooftop/metal/1003949015.png,dataset/labels_data/sat/material_rooftop/metal/1003949015.png
dataset/labels_data/svi/material_wall/concrete/1003949015.png,dataset/labels_data/sat/material_wall/concrete/1003949015.png
dataset/labels_data/svi/air_flow/closed_structure/1005598694.png,dataset/labels_data/sat/air_flow/closed_structure/1005598694.png
dataset/labels_data/svi/green_in_sight/yes/1005598694.png,dataset/labels_data/sat/green_in_sight/yes/1005598694.png
dataset/labels_data/svi/floors/one/1005598694.png,dataset/labels_data/sat/floors/one/1005598694.png
dataset/labels_data/svi/material_rooftop/metal/1005598694.png,dataset/labels_data/sat/material_rooftop/metal/1005598694.png
dataset/labels_data/svi/material_wall/concrete/1005598694.png,dataset/labels_data/sat/material_wall/concrete/1005598694.png
dataset/labels_data/svi/air_flow/closed_structure/1002700556.png,dataset/labels_data/sat/air_flow/closed_structure/1002700556.png
dataset/labels_data/svi/green_in_sight/yes/1002700556.png,dataset/labels_data/sat/green_in_sight/yes/1002700556.png
dataset/labels_data/svi/floors/one/1002700556.png,dataset/labels_data/sat/floors/one/1002700556.png
dataset/labels_data/svi/material_rooftop/metal/1002700556.png,dataset/labels_data/sat/material_rooftop/metal/1002700556.png
dataset/labels_data/svi/material_wall/concrete/1002700556.png,dataset/labels_data/sat/material_wall/concrete/1002700556.png
dataset/labels_data/svi/air_flow/closed_structure/363279977.png,dataset/labels_data/sat/air_flow/closed_structure/363279977.png
dataset/labels_data/svi/green_in_sight/yes/363279977.png,dataset/labels_data/sat/green_in_sight/yes/363279977.png
dataset/labels_data/svi/floors/one/363279977.png,dataset/labels_data/sat/floors/one/363279977.png
dataset/labels_data/svi/material_rooftop/metal/363279977.png,dataset/labels_data/sat/material_rooftop/metal/363279977.png
dataset/labels_data/svi/material_wall/concrete/363279977.png,dataset/labels_data/sat/material_wall/concrete/363279977.png
dataset/labels_data/svi/air_flow/closed_structure/1003993724.png,dataset/labels_data/sat/air_flow/closed_structure/1003993724.png
dataset/labels_data/svi/green_in_sight/yes/1003993724.png,dataset/labels_data/sat/green_in_sight/yes/1003993724.png
dataset/labels_data/svi/floors/one/1003993724.png,dataset/labels_data/sat/floors/one/1003993724.png
dataset/labels_data/svi/material_rooftop/metal/1003993724.png,dataset/labels_data/sat/material_rooftop/metal/1003993724.png
dataset/labels_data/svi/material_wall/concrete/1003993724.png,dataset/labels_data/sat/material_wall/concrete/1003993724.png
dataset/labels_data/svi/air_flow/closed_structure/1002698847.png,dataset/labels_data/sat/air_flow/closed_structure/1002698847.png
dataset/labels_data/svi/green_in_sight/yes/1002698847.png,dataset/labels_data/sat/green_in_sight/yes/1002698847.png
dataset/labels_data/svi/floors/one/1002698847.png,dataset/labels_data/sat/floors/one/1002698847.png
dataset/labels_data/svi/material_rooftop/metal/1002698847.png,dataset/labels_data/sat/material_rooftop/metal/1002698847.png
dataset/labels_data/svi/material_wall/concrete/1002698847.png,dataset/labels_data/sat/material_wall/concrete/1002698847.png
dataset/labels_data/svi/air_flow/closed_structure/360859277.png,dataset/labels_data/sat/air_flow/closed_structure/360859277.png
dataset/labels_data/svi/green_in_sight/yes/360859277.png,dataset/labels_data/sat/green_in_sight/yes/360859277.png
dataset/labels_data/svi/floors/one/360859277.png,dataset/labels_data/sat/floors/one/360859277.png
dataset/labels_data/svi/material_rooftop/metal/360859277.png,dataset/labels_data/sat/material_rooftop/metal/360859277.png
dataset/labels_data/svi/material_wall/concrete/360859277.png,dataset/labels_data/sat/material_wall/concrete/360859277.png
dataset/labels_data/svi/air_flow/closed_structure/1003973186.png,dataset/labels_data/sat/air_flow/closed_structure/1003973186.png
dataset/labels_data/svi/green_in_sight/yes/1003973186.png,dataset/labels_data/sat/green_in_sight/yes/1003973186.png
dataset/labels_data/svi/floors/one/1003973186.png,dataset/labels_data/sat/floors/one/1003973186.png
dataset/labels_data/svi/material_rooftop/metal/1003973186.png,dataset/labels_data/sat/material_rooftop/metal/1003973186.png
dataset/labels_data/svi/material_wall/concrete/1003973186.png,dataset/labels_data/sat/material_wall/concrete/1003973186.png
dataset/labels_data/svi/air_flow/closed_structure/364509958.png,dataset/labels_data/sat/air_flow/closed_structure/364509958.png
dataset/labels_data/svi/green_in_sight/yes/364509958.png,dataset/labels_data/sat/green_in_sight/yes/364509958.png
dataset/labels_data/svi/floors/one/364509958.png,dataset/labels_data/sat/floors/one/364509958.png
dataset/labels_data/svi/material_rooftop/metal/364509958.png,dataset/labels_data/sat/material_rooftop/metal/364509958.png
dataset/labels_data/svi/material_wall/concrete/364509958.png,dataset/labels_data/sat/material_wall/concrete/364509958.png
dataset/labels_data/svi/air_flow/closed_structure/364532083.png,dataset/labels_data/sat/air_flow/closed_structure/364532083.png
dataset/labels_data/svi/green_in_sight/yes/364532083.png,dataset/labels_data/sat/green_in_sight/yes/364532083.png
dataset/labels_data/svi/floors/one/364532083.png,dataset/labels_data/sat/floors/one/364532083.png
dataset/labels_data/svi/material_rooftop/metal/364532083.png,dataset/labels_data/sat/material_rooftop/metal/364532083.png
dataset/labels_data/svi/material_wall/brick/364532083.png,dataset/labels_data/sat/material_wall/brick/364532083.png
dataset/labels_data/svi/air_flow/closed_structure/1003944723.png,dataset/labels_data/sat/air_flow/closed_structure/1003944723.png
dataset/labels_data/svi/green_in_sight/yes/1003944723.png,dataset/labels_data/sat/green_in_sight/yes/1003944723.png
dataset/labels_data/svi/floors/one/1003944723.png,dataset/labels_data/sat/floors/one/1003944723.png
dataset/labels_data/svi/material_rooftop/metal/1003944723.png,dataset/labels_data/sat/material_rooftop/metal/1003944723.png
dataset/labels_data/svi/material_wall/concrete/1003944723.png,dataset/labels_data/sat/material_wall/concrete/1003944723.png
dataset/labels_data/svi/air_flow/closed_structure/1002698269.png,dataset/labels_data/sat/air_flow/closed_structure/1002698269.png
dataset/labels_data/svi/green_in_sight/yes/1002698269.png,dataset/labels_data/sat/green_in_sight/yes/1002698269.png
dataset/labels_data/svi/floors/one/1002698269.png,dataset/labels_data/sat/floors/one/1002698269.png
dataset/labels_data/svi/material_rooftop/shingles/1002698269.png,dataset/labels_data/sat/material_rooftop/shingles/1002698269.png
dataset/labels_data/svi/material_wall/concrete/1002698269.png,dataset/labels_data/sat/material_wall/concrete/1002698269.png
dataset/labels_data/svi/air_flow/closed_structure/1003946667.png,dataset/labels_data/sat/air_flow/closed_structure/1003946667.png
dataset/labels_data/svi/green_in_sight/yes/1003946667.png,dataset/labels_data/sat/green_in_sight/yes/1003946667.png
dataset/labels_data/svi/floors/one/1003946667.png,dataset/labels_data/sat/floors/one/1003946667.png
dataset/labels_data/svi/material_rooftop/metal/1003946667.png,dataset/labels_data/sat/material_rooftop/metal/1003946667.png
dataset/labels_data/svi/material_wall/concrete/1003946667.png,dataset/labels_data/sat/material_wall/concrete/1003946667.png
dataset/labels_data/svi/air_flow/closed_structure/1003973306.png,dataset/labels_data/sat/air_flow/closed_structure/1003973306.png
dataset/labels_data/svi/green_in_sight/yes/1003973306.png,dataset/labels_data/sat/green_in_sight/yes/1003973306.png
dataset/labels_data/svi/floors/one/1003973306.png,dataset/labels_data/sat/floors/one/1003973306.png
dataset/labels_data/svi/material_rooftop/metal/1003973306.png,dataset/labels_data/sat/material_rooftop/metal/1003973306.png
dataset/labels_data/svi/material_wall/concrete/1003973306.png,dataset/labels_data/sat/material_wall/concrete/1003973306.png
dataset/labels_data/svi/air_flow/closed_structure/362730102.png,dataset/labels_data/sat/air_flow/closed_structure/362730102.png
dataset/labels_data/svi/green_in_sight/yes/362730102.png,dataset/labels_data/sat/green_in_sight/yes/362730102.png
dataset/labels_data/svi/floors/one/362730102.png,dataset/labels_data/sat/floors/one/362730102.png
dataset/labels_data/svi/material_rooftop/metal/362730102.png,dataset/labels_data/sat/material_rooftop/metal/362730102.png
dataset/labels_data/svi/material_wall/concrete/362730102.png,dataset/labels_data/sat/material_wall/concrete/362730102.png
dataset/labels_data/svi/air_flow/closed_structure/1003543610.png,dataset/labels_data/sat/air_flow/closed_structure/1003543610.png
dataset/labels_data/svi/green_in_sight/yes/1003543610.png,dataset/labels_data/sat/green_in_sight/yes/1003543610.png
dataset/labels_data/svi/floors/one/1003543610.png,dataset/labels_data/sat/floors/one/1003543610.png
dataset/labels_data/svi/material_rooftop/metal/1003543610.png,dataset/labels_data/sat/material_rooftop/metal/1003543610.png
dataset/labels_data/svi/material_wall/concrete/1003543610.png,dataset/labels_data/sat/material_wall/concrete/1003543610.png
dataset/labels_data/svi/air_flow/unclear/1003954312.png,dataset/labels_data/sat/air_flow/unclear/1003954312.png
dataset/labels_data/svi/green_in_sight/yes/1003954312.png,dataset/labels_data/sat/green_in_sight/yes/1003954312.png
dataset/labels_data/svi/floors/one/1003954312.png,dataset/labels_data/sat/floors/one/1003954312.png
dataset/labels_data/svi/material_rooftop/metal/1003954312.png,dataset/labels_data/sat/material_rooftop/metal/1003954312.png
dataset/labels_data/svi/material_wall/unclear/1003954312.png,dataset/labels_data/sat/material_wall/unclear/1003954312.png
dataset/labels_data/svi/air_flow/closed_structure/1012017917.png,dataset/labels_data/sat/air_flow/closed_structure/1012017917.png
dataset/labels_data/svi/green_in_sight/yes/1012017917.png,dataset/labels_data/sat/green_in_sight/yes/1012017917.png
dataset/labels_data/svi/floors/one/1012017917.png,dataset/labels_data/sat/floors/one/1012017917.png
dataset/labels_data/svi/material_rooftop/metal/1012017917.png,dataset/labels_data/sat/material_rooftop/metal/1012017917.png
dataset/labels_data/svi/material_wall/concrete/1012017917.png,dataset/labels_data/sat/material_wall/concrete/1012017917.png
dataset/labels_data/svi/air_flow/closed_structure/362905769.png,dataset/labels_data/sat/air_flow/closed_structure/362905769.png
dataset/labels_data/svi/green_in_sight/yes/362905769.png,dataset/labels_data/sat/green_in_sight/yes/362905769.png
