svi_path,sat_path,wall_albedo,sat_albedo
dataset/labels_data/svi/all/1002698441.png,dataset/labels_data/sat/all/1002698441.png,101.5916667,52.09687501
dataset/labels_data/svi/all/1002698459.png,dataset/labels_data/sat/all/1002698459.png,135.362585,27.75900348
dataset/labels_data/svi/all/1002698463.png,dataset/labels_data/sat/all/1002698463.png,138.2054612,24.49029738
dataset/labels_data/svi/all/1002698465.png,dataset/labels_data/sat/all/1002698465.png,95.00579096,31.32661966
dataset/labels_data/svi/all/1002698482.png,dataset/labels_data/sat/all/1002698482.png,156.3885569,23.16687126
dataset/labels_data/svi/all/1002698501.png,dataset/labels_data/sat/all/1002698501.png,163.1034451,10.06864257
dataset/labels_data/svi/all/1002698506.png,dataset/labels_data/sat/all/1002698506.png,119.3566351,32.34447005
dataset/labels_data/svi/all/1002698522.png,dataset/labels_data/sat/all/1002698522.png,82.57876254,36.62733795
dataset/labels_data/svi/all/1002698532.png,dataset/labels_data/sat/all/1002698532.png,114.1895161,92.62461152
dataset/labels_data/svi/all/1002698541.png,dataset/labels_data/sat/all/1002698541.png,127.5769555,28.33065192
dataset/labels_data/svi/all/1002698549.png,dataset/labels_data/sat/all/1002698549.png,100.7374658,23.75569882
dataset/labels_data/svi/all/1002698554.png,dataset/labels_data/sat/all/1002698554.png,228.1108173,34.20303151
dataset/labels_data/svi/all/1002698577.png,dataset/labels_data/sat/all/1002698577.png,107.174061,3.29292185
dataset/labels_data/svi/all/1002698604.png,dataset/labels_data/sat/all/1002698604.png,50.82268519,10.99607842
dataset/labels_data/svi/all/1002698618.png,dataset/labels_data/sat/all/1002698618.png,175.3462387,9.844458626
dataset/labels_data/svi/all/1002698621.png,dataset/labels_data/sat/all/1002698621.png,78.963283,37.53037069
dataset/labels_data/svi/all/1002698640.png,dataset/labels_data/sat/all/1002698640.png,89.6402584,57.77962533
dataset/labels_data/svi/all/1002698651.png,dataset/labels_data/sat/all/1002698651.png,138.5680064,22.85877496
dataset/labels_data/svi/all/1002698656.png,dataset/labels_data/sat/all/1002698656.png,70.76310495,45.53482836
dataset/labels_data/svi/all/1002698659.png,dataset/labels_data/sat/all/1002698659.png,142.4505011,23.17604953
dataset/labels_data/svi/all/1002698709.png,dataset/labels_data/sat/all/1002698709.png,93.74013457,29.34759363
dataset/labels_data/svi/all/1002698733.png,dataset/labels_data/sat/all/1002698733.png,76.9221021,31.69096996
dataset/labels_data/svi/all/1002698736.png,dataset/labels_data/sat/all/1002698736.png,109.7919945,35.66681947
dataset/labels_data/svi/all/1002698751.png,dataset/labels_data/sat/all/1002698751.png,74.67574663,17.35079426
dataset/labels_data/svi/all/1002698754.png,dataset/labels_data/sat/all/1002698754.png,174.0226988,34.87614396
dataset/labels_data/svi/all/1002698769.png,dataset/labels_data/sat/all/1002698769.png,59.22083333,36.75300864
dataset/labels_data/svi/all/1002698782.png,dataset/labels_data/sat/all/1002698782.png,143.3298813,60.82157596
dataset/labels_data/svi/all/1002698787.png,dataset/labels_data/sat/all/1002698787.png,102.3587407,47.15949911
dataset/labels_data/svi/all/1002698805.png,dataset/labels_data/sat/all/1002698805.png,98.83029174,32.54517968
dataset/labels_data/svi/all/1002698822.png,dataset/labels_data/sat/all/1002698822.png,91.90304414,9.568330683
dataset/labels_data/svi/all/1002698833.png,dataset/labels_data/sat/all/1002698833.png,116.343901,41.7535245
dataset/labels_data/svi/all/1002698840.png,dataset/labels_data/sat/all/1002698840.png,152.6911932,18.95510023
dataset/labels_data/svi/all/1002698841.png,dataset/labels_data/sat/all/1002698841.png,106.4814706,28.5031598
dataset/labels_data/svi/all/1002698847.png,dataset/labels_data/sat/all/1002698847.png,111.1246113,28.97278903
dataset/labels_data/svi/all/1002698862.png,dataset/labels_data/sat/all/1002698862.png,182.6201952,57.81216804
dataset/labels_data/svi/all/1002698870.png,dataset/labels_data/sat/all/1002698870.png,132.5001153,44.79671186
dataset/labels_data/svi/all/1002698883.png,dataset/labels_data/sat/all/1002698883.png,89.18746594,30.65344259
dataset/labels_data/svi/all/1002698900.png,dataset/labels_data/sat/all/1002698900.png,183.6582849,32.6211771
dataset/labels_data/svi/all/1002698922.png,dataset/labels_data/sat/all/1002698922.png,147.8738418,12.19273977
dataset/labels_data/svi/all/1002698940.png,dataset/labels_data/sat/all/1002698940.png,29.3746476,51.24856242
dataset/labels_data/svi/all/1002698949.png,dataset/labels_data/sat/all/1002698949.png,108.57225,23.21795288
dataset/labels_data/svi/all/1002698969.png,dataset/labels_data/sat/all/1002698969.png,105.5197782,54.80885852
dataset/labels_data/svi/all/1002698971.png,dataset/labels_data/sat/all/1002698971.png,47.61537698,10.48848178
dataset/labels_data/svi/all/1002698972.png,dataset/labels_data/sat/all/1002698972.png,176.811203,14.58263019
dataset/labels_data/svi/all/1002698974.png,dataset/labels_data/sat/all/1002698974.png,184.6069273,36.8334983
dataset/labels_data/svi/all/1002698979.png,dataset/labels_data/sat/all/1002698979.png,157.5723792,36.52515902
dataset/labels_data/svi/all/1002698993.png,dataset/labels_data/sat/all/1002698993.png,89.87702139,36.86096688
dataset/labels_data/svi/all/1002698996.png,dataset/labels_data/sat/all/1002698996.png,63.57213222,46.12884011
dataset/labels_data/svi/all/1002699004.png,dataset/labels_data/sat/all/1002699004.png,117.6476046,45.25111375
dataset/labels_data/svi/all/1002699014.png,dataset/labels_data/sat/all/1002699014.png,81.4245671,11.43089523
dataset/labels_data/svi/all/1002699040.png,dataset/labels_data/sat/all/1002699040.png,26.47209162,32.50884609
dataset/labels_data/svi/all/1002699044.png,dataset/labels_data/sat/all/1002699044.png,120.1872284,32.82217093
dataset/labels_data/svi/all/1002699054.png,dataset/labels_data/sat/all/1002699054.png,64.05506586,15.00669879
dataset/labels_data/svi/all/1002699096.png,dataset/labels_data/sat/all/1002699096.png,178.2467784,43.89440601
dataset/labels_data/svi/all/1002699125.png,dataset/labels_data/sat/all/1002699125.png,101.5366983,31.69802687
dataset/labels_data/svi/all/1002699134.png,dataset/labels_data/sat/all/1002699134.png,163.7518419,31.0302661
dataset/labels_data/svi/all/1002699136.png,dataset/labels_data/sat/all/1002699136.png,208.1756092,9.58010969
dataset/labels_data/svi/all/1002699137.png,dataset/labels_data/sat/all/1002699137.png,97.45577812,30.54521213
dataset/labels_data/svi/all/1002699196.png,dataset/labels_data/sat/all/1002699196.png,55.39415391,23.3728416
dataset/labels_data/svi/all/1002699215.png,dataset/labels_data/sat/all/1002699215.png,124.8492117,40.31661339
dataset/labels_data/svi/all/1002699217.png,dataset/labels_data/sat/all/1002699217.png,124.8210054,13.39527781
dataset/labels_data/svi/all/1002699219.png,dataset/labels_data/sat/all/1002699219.png,117.8086453,55.89876896
dataset/labels_data/svi/all/1002699247.png,dataset/labels_data/sat/all/1002699247.png,121.9427479,9.207666699
dataset/labels_data/svi/all/1002699249.png,dataset/labels_data/sat/all/1002699249.png,121.6776654,44.16825028
dataset/labels_data/svi/all/1002699255.png,dataset/labels_data/sat/all/1002699255.png,140.3889028,19.70397655
dataset/labels_data/svi/all/1002699276.png,dataset/labels_data/sat/all/1002699276.png,89.05631599,19.89056246
dataset/labels_data/svi/all/1002699279.png,dataset/labels_data/sat/all/1002699279.png,155.2418907,36.47100885
dataset/labels_data/svi/all/1002699300.png,dataset/labels_data/sat/all/1002699300.png,103.6617555,71.31858893
dataset/labels_data/svi/all/1002699304.png,dataset/labels_data/sat/all/1002699304.png,83.09000231,31.88202873
dataset/labels_data/svi/all/1002699322.png,dataset/labels_data/sat/all/1002699322.png,124.6500373,24.79962279
dataset/labels_data/svi/all/1002699326.png,dataset/labels_data/sat/all/1002699326.png,70.93656346,35.73882948
dataset/labels_data/svi/all/1002699335.png,dataset/labels_data/sat/all/1002699335.png,170.7811325,41.58981926
dataset/labels_data/svi/all/1002699339.png,dataset/labels_data/sat/all/1002699339.png,139.9560606,23.99446139
dataset/labels_data/svi/all/1002699347.png,dataset/labels_data/sat/all/1002699347.png,214.952694,59.60410976
dataset/labels_data/svi/all/1002699359.png,dataset/labels_data/sat/all/1002699359.png,198.3404762,2.882239109
dataset/labels_data/svi/all/1002699365.png,dataset/labels_data/sat/all/1002699365.png,42.62039411,28.29861968
dataset/labels_data/svi/all/1002699368.png,dataset/labels_data/sat/all/1002699368.png,131.8964602,82.24873179
dataset/labels_data/svi/all/1002699376.png,dataset/labels_data/sat/all/1002699376.png,134.2936474,27.68618701
dataset/labels_data/svi/all/1002699379.png,dataset/labels_data/sat/all/1002699379.png,167.0106855,8.667386132
dataset/labels_data/svi/all/1002699400.png,dataset/labels_data/sat/all/1002699400.png,193.2972385,15.66380506
dataset/labels_data/svi/all/1002699405.png,dataset/labels_data/sat/all/1002699405.png,49.07850877,44.94836355
dataset/labels_data/svi/all/1002699422.png,dataset/labels_data/sat/all/1002699422.png,139.7138045,37.74225866
dataset/labels_data/svi/all/1002699423.png,dataset/labels_data/sat/all/1002699423.png,157.3787538,25.22505176
dataset/labels_data/svi/all/1002699433.png,dataset/labels_data/sat/all/1002699433.png,112.4243884,24.35125403
dataset/labels_data/svi/all/1002699435.png,dataset/labels_data/sat/all/1002699435.png,128.4734626,35.51510404
dataset/labels_data/svi/all/1002699438.png,dataset/labels_data/sat/all/1002699438.png,130.2372872,44.33098525
dataset/labels_data/svi/all/1002699448.png,dataset/labels_data/sat/all/1002699448.png,105.0889526,26.00972366
dataset/labels_data/svi/all/1002699449.png,dataset/labels_data/sat/all/1002699449.png,116.7265439,18.31151019
dataset/labels_data/svi/all/1002699454.png,dataset/labels_data/sat/all/1002699454.png,75.83758367,21.49973714
dataset/labels_data/svi/all/1002699460.png,dataset/labels_data/sat/all/1002699460.png,153.9759343,19.05837154
dataset/labels_data/svi/all/1002699465.png,dataset/labels_data/sat/all/1002699465.png,193.6259385,27.24920737
dataset/labels_data/svi/all/1002699468.png,dataset/labels_data/sat/all/1002699468.png,127.1733868,48.92371839
dataset/labels_data/svi/all/1002699469.png,dataset/labels_data/sat/all/1002699469.png,222.8364647,5.665141386
dataset/labels_data/svi/all/1002699511.png,dataset/labels_data/sat/all/1002699511.png,109.7244481,28.5400343
dataset/labels_data/svi/all/1002699529.png,dataset/labels_data/sat/all/1002699529.png,80.87406303,19.46750347
dataset/labels_data/svi/all/1002699550.png,dataset/labels_data/sat/all/1002699550.png,83.80595794,33.90189795
dataset/labels_data/svi/all/1002699559.png,dataset/labels_data/sat/all/1002699559.png,89.40758186,38.9927157
dataset/labels_data/svi/all/1002699561.png,dataset/labels_data/sat/all/1002699561.png,100.8174324,40.6048644
dataset/labels_data/svi/all/1002699567.png,dataset/labels_data/sat/all/1002699567.png,96.82073529,25.4566749
dataset/labels_data/svi/all/1002699580.png,dataset/labels_data/sat/all/1002699580.png,33.2347626,22.94540496
dataset/labels_data/svi/all/1002699583.png,dataset/labels_data/sat/all/1002699583.png,136.2151001,8.124575409
dataset/labels_data/svi/all/1002699586.png,dataset/labels_data/sat/all/1002699586.png,164.298285,22.09243572
dataset/labels_data/svi/all/1002699589.png,dataset/labels_data/sat/all/1002699589.png,112.7549801,42.17479255
dataset/labels_data/svi/all/1002699597.png,dataset/labels_data/sat/all/1002699597.png,52.85526999,35.1171924
dataset/labels_data/svi/all/1002699650.png,dataset/labels_data/sat/all/1002699650.png,120.8732536,11.55017065
dataset/labels_data/svi/all/1002699666.png,dataset/labels_data/sat/all/1002699666.png,172.7158399,35.47038143
dataset/labels_data/svi/all/1002699677.png,dataset/labels_data/sat/all/1002699677.png,120.2997188,30.56752342
dataset/labels_data/svi/all/1002699683.png,dataset/labels_data/sat/all/1002699683.png,112.4922353,33.0692921
dataset/labels_data/svi/all/1002699688.png,dataset/labels_data/sat/all/1002699688.png,140.6675439,16.06769109
dataset/labels_data/svi/all/1002699698.png,dataset/labels_data/sat/all/1002699698.png,97.04866972,30.53795146
dataset/labels_data/svi/all/1002699731.png,dataset/labels_data/sat/all/1002699731.png,116.4606158,47.67435993
dataset/labels_data/svi/all/1002699746.png,dataset/labels_data/sat/all/1002699746.png,153.3124527,35.34271755
dataset/labels_data/svi/all/1002699785.png,dataset/labels_data/sat/all/1002699785.png,94.44976852,37.31933831
dataset/labels_data/svi/all/1002699787.png,dataset/labels_data/sat/all/1002699787.png,100.9078055,31.39565484
dataset/labels_data/svi/all/1002699793.png,dataset/labels_data/sat/all/1002699793.png,206.4823908,41.96676565
dataset/labels_data/svi/all/1002699810.png,dataset/labels_data/sat/all/1002699810.png,82.86609238,21.01069995
dataset/labels_data/svi/all/1002699814.png,dataset/labels_data/sat/all/1002699814.png,126.0499504,14.83616078
dataset/labels_data/svi/all/1002699818.png,dataset/labels_data/sat/all/1002699818.png,113.6122326,28.6208458
dataset/labels_data/svi/all/1002699830.png,dataset/labels_data/sat/all/1002699830.png,141.4471171,65.78188486
dataset/labels_data/svi/all/1002699839.png,dataset/labels_data/sat/all/1002699839.png,81.49962312,36.50213265
dataset/labels_data/svi/all/1002699842.png,dataset/labels_data/sat/all/1002699842.png,123.4456002,27.03842298
dataset/labels_data/svi/all/1002699843.png,dataset/labels_data/sat/all/1002699843.png,97.03936782,49.43806251
dataset/labels_data/svi/all/1002699880.png,dataset/labels_data/sat/all/1002699880.png,198.4960317,42.50560216
dataset/labels_data/svi/all/1002699894.png,dataset/labels_data/sat/all/1002699894.png,135.6480182,30.85655988
dataset/labels_data/svi/all/1002699922.png,dataset/labels_data/sat/all/1002699922.png,149.075378,10.29978527
dataset/labels_data/svi/all/1002699928.png,dataset/labels_data/sat/all/1002699928.png,126.1747265,31.53653913
dataset/labels_data/svi/all/1002699929.png,dataset/labels_data/sat/all/1002699929.png,104.5839744,22.31889049
dataset/labels_data/svi/all/1002699967.png,dataset/labels_data/sat/all/1002699967.png,107.0916528,27.0456785
dataset/labels_data/svi/all/1002699969.png,dataset/labels_data/sat/all/1002699969.png,173.8692177,24.68096034
dataset/labels_data/svi/all/1002699994.png,dataset/labels_data/sat/all/1002699994.png,174.0792509,61.75060159
dataset/labels_data/svi/all/1002700004.png,dataset/labels_data/sat/all/1002700004.png,87.75852795,30.48018487
dataset/labels_data/svi/all/1002700008.png,dataset/labels_data/sat/all/1002700008.png,99.85100911,11.402757
dataset/labels_data/svi/all/1002700015.png,dataset/labels_data/sat/all/1002700015.png,86.80937211,26.75230744
dataset/labels_data/svi/all/1002700028.png,dataset/labels_data/sat/all/1002700028.png,88.36504237,18.47984621
dataset/labels_data/svi/all/1002700034.png,dataset/labels_data/sat/all/1002700034.png,59.31189179,7.174626854
dataset/labels_data/svi/all/1002700051.png,dataset/labels_data/sat/all/1002700051.png,102.6617239,34.34046754
dataset/labels_data/svi/all/1002700055.png,dataset/labels_data/sat/all/1002700055.png,28.95027445,51.70549341
dataset/labels_data/svi/all/1002700060.png,dataset/labels_data/sat/all/1002700060.png,172.7569411,20.60141765
dataset/labels_data/svi/all/1002700061.png,dataset/labels_data/sat/all/1002700061.png,234.8114428,36.36165754
dataset/labels_data/svi/all/1002700064.png,dataset/labels_data/sat/all/1002700064.png,188.2061002,21.20775594
dataset/labels_data/svi/all/1002700092.png,dataset/labels_data/sat/all/1002700092.png,114.6296224,10.2559659
dataset/labels_data/svi/all/1002700121.png,dataset/labels_data/sat/all/1002700121.png,116.0664563,27.46826087
dataset/labels_data/svi/all/1002700128.png,dataset/labels_data/sat/all/1002700128.png,99.72310969,28.42872964
dataset/labels_data/svi/all/1002700148.png,dataset/labels_data/sat/all/1002700148.png,171.4639019,31.08348954
dataset/labels_data/svi/all/1002700151.png,dataset/labels_data/sat/all/1002700151.png,144.7449532,23.89218207
dataset/labels_data/svi/all/1002700168.png,dataset/labels_data/sat/all/1002700168.png,14.75819746,38.07494228
dataset/labels_data/svi/all/1002700172.png,dataset/labels_data/sat/all/1002700172.png,,43.50209861
dataset/labels_data/svi/all/1002700192.png,dataset/labels_data/sat/all/1002700192.png,118.7001701,62.06710424
dataset/labels_data/svi/all/1002700202.png,dataset/labels_data/sat/all/1002700202.png,44.65576172,12.64286931
dataset/labels_data/svi/all/1002700208.png,dataset/labels_data/sat/all/1002700208.png,108.9501369,14.49700353
dataset/labels_data/svi/all/1002700224.png,dataset/labels_data/sat/all/1002700224.png,90.886437,57.0434083
dataset/labels_data/svi/all/1002700229.png,dataset/labels_data/sat/all/1002700229.png,62.15044623,46.33430151
dataset/labels_data/svi/all/1002700231.png,dataset/labels_data/sat/all/1002700231.png,77.12212963,12.26143284
dataset/labels_data/svi/all/1002700235.png,dataset/labels_data/sat/all/1002700235.png,113.6829469,34.90214946
dataset/labels_data/svi/all/1002700244.png,dataset/labels_data/sat/all/1002700244.png,45.2454191,1.26997702
dataset/labels_data/svi/all/1002700247.png,dataset/labels_data/sat/all/1002700247.png,151.7575684,43.70672827
dataset/labels_data/svi/all/1002700248.png,dataset/labels_data/sat/all/1002700248.png,101.3073282,42.66211111
dataset/labels_data/svi/all/1002700249.png,dataset/labels_data/sat/all/1002700249.png,54.02036885,51.43150581
dataset/labels_data/svi/all/1002700251.png,dataset/labels_data/sat/all/1002700251.png,69.51167417,44.60088217
dataset/labels_data/svi/all/1002700299.png,dataset/labels_data/sat/all/1002700299.png,143.9262861,3.222905984
dataset/labels_data/svi/all/1002700303.png,dataset/labels_data/sat/all/1002700303.png,151.097554,32.66004495
dataset/labels_data/svi/all/1002700323.png,dataset/labels_data/sat/all/1002700323.png,108.9161901,9.864632689
dataset/labels_data/svi/all/1002700342.png,dataset/labels_data/sat/all/1002700342.png,180.0095307,35.43267918
dataset/labels_data/svi/all/1002700344.png,dataset/labels_data/sat/all/1002700344.png,154.3424194,61.36265934
dataset/labels_data/svi/all/1002700357.png,dataset/labels_data/sat/all/1002700357.png,158.0692033,40.23871184
dataset/labels_data/svi/all/1002700365.png,dataset/labels_data/sat/all/1002700365.png,80.6182971,18.75836606
dataset/labels_data/svi/all/1002700376.png,dataset/labels_data/sat/all/1002700376.png,61.92405331,25.19082436
dataset/labels_data/svi/all/1002700385.png,dataset/labels_data/sat/all/1002700385.png,102.918938,67.51089631
dataset/labels_data/svi/all/1002700387.png,dataset/labels_data/sat/all/1002700387.png,167.1971616,27.4309851
dataset/labels_data/svi/all/1002700414.png,dataset/labels_data/sat/all/1002700414.png,215.8986627,19.98784643
dataset/labels_data/svi/all/1002700440.png,dataset/labels_data/sat/all/1002700440.png,158.9423182,35.40066906
dataset/labels_data/svi/all/1002700451.png,dataset/labels_data/sat/all/1002700451.png,72.48480138,40.97975064
dataset/labels_data/svi/all/1002700455.png,dataset/labels_data/sat/all/1002700455.png,62.17468992,52.25585502
dataset/labels_data/svi/all/1002700486.png,dataset/labels_data/sat/all/1002700486.png,125.5029851,42.33674899
dataset/labels_data/svi/all/1002700519.png,dataset/labels_data/sat/all/1002700519.png,120.1354382,4.757738636
dataset/labels_data/svi/all/1002700544.png,dataset/labels_data/sat/all/1002700544.png,163.4473548,36.42512216
dataset/labels_data/svi/all/1002700551.png,dataset/labels_data/sat/all/1002700551.png,129.8024019,16.94764555
dataset/labels_data/svi/all/1002700556.png,dataset/labels_data/sat/all/1002700556.png,122.2948472,47.52301578
dataset/labels_data/svi/all/1002700557.png,dataset/labels_data/sat/all/1002700557.png,137.6804874,29.93715925
dataset/labels_data/svi/all/1002700558.png,dataset/labels_data/sat/all/1002700558.png,168.5663714,61.44902635
dataset/labels_data/svi/all/1003542979.png,dataset/labels_data/sat/all/1003542979.png,139.428012,39.03252445
dataset/labels_data/svi/all/1003542983.png,dataset/labels_data/sat/all/1003542983.png,113.4808465,38.26821833
dataset/labels_data/svi/all/1003543038.png,dataset/labels_data/sat/all/1003543038.png,127.9339609,39.89645586
dataset/labels_data/svi/all/1003543123.png,dataset/labels_data/sat/all/1003543123.png,73.72587555,18.51232124
dataset/labels_data/svi/all/1003543142.png,dataset/labels_data/sat/all/1003543142.png,94.44541495,42.36637996
dataset/labels_data/svi/all/1003543185.png,dataset/labels_data/sat/all/1003543185.png,159.5533093,35.56028334
dataset/labels_data/svi/all/1003543198.png,dataset/labels_data/sat/all/1003543198.png,48.4975,34.10480484
dataset/labels_data/svi/all/1003543243.png,dataset/labels_data/sat/all/1003543243.png,220.6417934,57.66131061
dataset/labels_data/svi/all/1003543257.png,dataset/labels_data/sat/all/1003543257.png,84.07576409,26.45352762
dataset/labels_data/svi/all/1003543277.png,dataset/labels_data/sat/all/1003543277.png,200.1025835,53.37866101
dataset/labels_data/svi/all/1003543283.png,dataset/labels_data/sat/all/1003543283.png,129.1391658,34.68644597
dataset/labels_data/svi/all/1003543284.png,dataset/labels_data/sat/all/1003543284.png,133.7380298,46.60587387
dataset/labels_data/svi/all/1003543291.png,dataset/labels_data/sat/all/1003543291.png,117.064064,25.9394661
dataset/labels_data/svi/all/1003543326.png,dataset/labels_data/sat/all/1003543326.png,96.7355296,47.36129952
dataset/labels_data/svi/all/1003543331.png,dataset/labels_data/sat/all/1003543331.png,160.4837355,35.20177111
dataset/labels_data/svi/all/1003543356.png,dataset/labels_data/sat/all/1003543356.png,95.47760116,24.86754397
dataset/labels_data/svi/all/1003543357.png,dataset/labels_data/sat/all/1003543357.png,145.6124406,84.73027906
dataset/labels_data/svi/all/1003543363.png,dataset/labels_data/sat/all/1003543363.png,118.7611933,11.58926384
dataset/labels_data/svi/all/1003543398.png,dataset/labels_data/sat/all/1003543398.png,125.0651675,30.20279337
dataset/labels_data/svi/all/1003543415.png,dataset/labels_data/sat/all/1003543415.png,109.3087029,36.24878446
dataset/labels_data/svi/all/1003543434.png,dataset/labels_data/sat/all/1003543434.png,135.990625,31.20584258
dataset/labels_data/svi/all/1003543445.png,dataset/labels_data/sat/all/1003543445.png,142.3338137,32.42997759
dataset/labels_data/svi/all/1003543449.png,dataset/labels_data/sat/all/1003543449.png,115.1618648,21.41517381
dataset/labels_data/svi/all/1003543470.png,dataset/labels_data/sat/all/1003543470.png,118.282662,13.51894025
dataset/labels_data/svi/all/1003543490.png,dataset/labels_data/sat/all/1003543490.png,153.5275336,49.00843712
dataset/labels_data/svi/all/1003543491.png,dataset/labels_data/sat/all/1003543491.png,151.4721433,81.14248258
dataset/labels_data/svi/all/1003543492.png,dataset/labels_data/sat/all/1003543492.png,147.6829795,52.5395667
dataset/labels_data/svi/all/1003543493.png,dataset/labels_data/sat/all/1003543493.png,82.39219931,36.48662599
dataset/labels_data/svi/all/1003543495.png,dataset/labels_data/sat/all/1003543495.png,166.1216389,21.03880677
dataset/labels_data/svi/all/1003543506.png,dataset/labels_data/sat/all/1003543506.png,148.0850507,50.93622893
dataset/labels_data/svi/all/1003543509.png,dataset/labels_data/sat/all/1003543509.png,81.40439633,29.00217028
dataset/labels_data/svi/all/1003543525.png,dataset/labels_data/sat/all/1003543525.png,160.8490182,26.81988705
dataset/labels_data/svi/all/1003543537.png,dataset/labels_data/sat/all/1003543537.png,162.0968944,35.08716147
dataset/labels_data/svi/all/1003543574.png,dataset/labels_data/sat/all/1003543574.png,56.87932775,30.86854595
dataset/labels_data/svi/all/1003543578.png,dataset/labels_data/sat/all/1003543578.png,112.0051063,23.28840516
dataset/labels_data/svi/all/1003543579.png,dataset/labels_data/sat/all/1003543579.png,208.8457395,31.60506723
dataset/labels_data/svi/all/1003543583.png,dataset/labels_data/sat/all/1003543583.png,144.2488421,21.48587357
dataset/labels_data/svi/all/1003543592.png,dataset/labels_data/sat/all/1003543592.png,214.8424065,40.93330548
dataset/labels_data/svi/all/1003543595.png,dataset/labels_data/sat/all/1003543595.png,129.3917388,28.38305352
dataset/labels_data/svi/all/1003543598.png,dataset/labels_data/sat/all/1003543598.png,175.058805,22.53086927
dataset/labels_data/svi/all/1003543602.png,dataset/labels_data/sat/all/1003543602.png,147.1918987,60.63079282
